display_phone,distance,id,is_closed,name,phone,price,rating,review_count,transactions,address,longitude,latitude,categories
(210) 986-4244,5957.34968566195,XGbsH1_BleOnt4udB35Ebg,False,Caribbean Mix,+12109864244,,2.0,1,[],8816 Broadway St,-98.46031,29.51997,"['Caribbean', 'Dance Clubs', 'Juice Bars & Smoothies']"
(210) 287-4123,8409.37332882904,-eFoQVhvp9GrdrlxlxKGvA,False,Caribbean Delights,+12102874123,,1.0,1,[],4411 Walzem Rd,-98.4400012699556,29.4554005692327,"['Caribbean', 'Food Trucks']"
,3046.2808894058085,BiAnxtiHv8GLwZmDrTwcXg,False,Some Beach,,,1.0,1,[],2831 NW Lp 410,-98.53994,29.51057,['Caribbean']
(210) 764-0602,8834.283454738568,K444c79c_uHQ4at6rCxk5Q,False,Gino's Deli Stop N Buy,+12107640602,$,5.0,1040,['delivery'],13210 Huebner Rd,-98.55768,29.56441,"['Delis', 'Cheesesteaks', 'Sandwiches']"
(210) 248-9609,6790.568405652551,goOn_X20R6TQRL3Zo-zjUQ,False,Wiseguys A Chicago Eatery-San Antonio,+12102489609,$$,4.5,222,"['pickup', 'delivery']",441 W Nakoma,-98.50012,29.55438,"['Sandwiches', 'Cheesesteaks', 'Pizza']"
(210) 558-8787,9352.911412694717,3QZsFaM_sdzQ8uRITu3MwQ,False,Yaghi's Pizzeria,+12105588787,$,4.5,189,"['pickup', 'delivery']",5910 Babcock Rd,-98.6033870397592,29.5272754228422,"['Pizza', 'Cheesesteaks', 'Chicken Wings']"
(210) 621-8908,4506.530125306375,eeXwuIDj1S1LqEDzJMgDow,False,Philly's Phamous Cheesesteaks,+12106218908,$$,4.0,162,['pickup'],2301 San Pedro Ave,-98.499549170115,29.4560287841822,"['Food Trucks', 'Cheesesteaks', 'Sandwiches']"
(210) 509-7445,11784.930489513781,-fi_QOLGTCqzNl9AjMDZig,False,Phil's Philly Grill,+12105097445,$$,2.5,7,"['pickup', 'delivery']",6601 NW Loop 410,-98.62795,29.456208,"['Salad', 'Cheesesteaks', 'Burgers']"
(210) 600-3291,6658.458390752424,yJZ0X575N5fuyS-wadRjJw,False,Buds Southern Rotisserie,+12106003291,$$,3.5,62,[],312 Pearl Pkwy,-98.4807429153693,29.4422189245614,"['Southern', 'Chicken Shop', 'Cajun/Creole']"
,15156.712953302529,dJMcx4dv2j_H3shi8yosHw,False,Chacho's Chicken,,,3.5,72,[],7100 Rockgate Dr,-98.62992,29.40357,['Chicken Shop']
(210) 474-6971,1265.1286005656616,0tEH67Ycsrx4GuNzoBkQNg,False,Pollos Asados Don Jose,+12104746971,,4.0,7,[],5525 Blanco Rd,-98.50746,29.504522,"['Mexican', 'Chicken Shop']"
(210) 473-6377,11363.038520324568,iJxbQ9KAGFBabTJ_aNyCtQ,False,Chi Chi Birds Hot Chicken,+12104736377,,4.5,4,[],6422 Babcock Rd,-98.6156,29.54626,"['American (New)', 'Pop-Up Restaurants', 'Chicken Shop']"
(210) 591-0651,6279.408874578951,cMADFA9aRIQ0Zm6dclXjHw,False,KFC,+12105910651,$,2.5,16,"['delivery', 'pickup']",8510 Fredericksburg Rd,-98.5725712687372,29.5194676447921,"['Fast Food', 'Chicken Wings', 'Chicken Shop']"
(210) 591-0601,6302.30840598071,4MJqirKoXplQQeiONW6mkw,False,KFC,+12105910601,$,2.0,17,"['delivery', 'pickup']",12050 Blanco Rd,-98.5116639954864,29.551066210195,"['Fast Food', 'Chicken Wings', 'Chicken Shop']"
(210) 591-0696,10556.321123972573,_LfHvuu9aXlkaJO85B3zSA,False,KFC,+12105910696,$,2.0,19,['pickup'],5211 De Zavala,-98.5877793436213,29.5647,"['Fast Food', 'Chicken Wings', 'Chicken Shop']"
(210) 251-2501,8069.826881963832,4YeIdSZijEMmljBpT2btBA,False,KFC,+12102512501,$,2.5,7,"['delivery', 'pickup']",4711 W Commerce St,-98.5555138,29.431305,"['Fast Food', 'Chicken Wings', 'Chicken Shop']"
(210) 591-0679,2111.5369789881474,SCTUTAO6gi-_H7mBpBmn6g,False,KFC,+12105910679,$,2.0,8,"['delivery', 'pickup']",7009 San Pedro Ave,-98.4996766718095,29.5084489749993,"['Fast Food', 'Chicken Wings', 'Chicken Shop']"
(210) 591-0650,15014.371073519083,4JhkJXV70fTZtxU3Jw7jGA,False,KFC,+12105910650,$,3.0,2,"['delivery', 'pickup']",6807 Military Dr W,-98.6292316619539,29.4036953123689,"['Fast Food', 'Chicken Wings', 'Chicken Shop']"
(210) 591-0621,11701.594472616998,rggg5brajz2B7uaJSgrDSA,False,KFC,+12105910621,$,1.5,7,"['delivery', 'pickup']",2907 Thousand Oaks Dr,-98.441008396289,29.5780841352475,"['Fast Food', 'Chicken Wings', 'Chicken Shop']"
(210) 248-9527,11003.79383307651,D2o24G9l3Z-4OUQ7V15aqQ,False,KFC,+12102489527,$,1.0,5,"['delivery', 'pickup']",6808 NW Loop 410,-98.6217389248478,29.4618488639187,"['Fast Food', 'Chicken Wings', 'Chicken Shop']"
(210) 591-0642,10339.51375846604,3KgJHp2tRoX5OtZ7ym6gOg,False,KFC,+12105910642,$,1.0,7,"['delivery', 'pickup']",8727 Perrin Beitel,-98.4113951473064,29.5191253281299,"['Fast Food', 'Chicken Wings', 'Chicken Shop']"
,7891.916638058498,U6BXioP9cUkrE8rRO4tJlQ,False,Flaming Bird,,,2.0,1,[],5601 Bandera Rd,-98.5946908593178,29.4820597056724,"['Chicken Wings', 'Chicken Shop']"
(210) 300-3891,10681.30743620985,Tmti9yVLEFyVxom1y4_Avw,False,Wayne's Wings,+12103003891,$$,4.5,599,[],4453 Walzem Rd,-98.405569,29.510405,['Chicken Wings']
(210) 492-9464,12619.641031093282,lNTg24zSpDxVJBJY92Hn7g,False,Anchor Bar,+12104929464,$$,4.5,412,"['pickup', 'delivery']",4553 N Loop 1604 W,-98.5710993014624,29.5966515787771,"['Chicken Wings', 'Bars', 'American (Traditional)']"
(210) 224-6169,6555.463420204735,PZRiLW58f_OTo9iY46VojQ,False,Josephine Street,+12102246169,$$,4.0,433,['delivery'],400 E Josephine St,-98.4782019,29.4446161,"['Steakhouses', 'American (Traditional)', 'Chicken Wings']"
(210) 337-0707,15414.35372194806,uFonv0KP1F-Nc4d5utyFYQ,False,Big Lou's Pizza,+12103370707,$$,3.5,699,['delivery'],2048 S Ww White Rd,-98.404261,29.394354,"['Pizza', 'Italian', 'Chicken Wings']"
(210) 558-8787,9352.911412694717,3QZsFaM_sdzQ8uRITu3MwQ,False,Yaghi's Pizzeria,+12105588787,$,4.5,189,"['pickup', 'delivery']",5910 Babcock Rd,-98.6033870397592,29.5272754228422,"['Pizza', 'Cheesesteaks', 'Chicken Wings']"
(210) 499-1258,8365.441849095238,Co0N_VNodTKcLv271JE43Q,False,Miss Ellie's Pizza,+12104991258,$,4.0,225,['delivery'],903 E Bitters Rd,-98.47909,29.56345,"['Pizza', 'Italian', 'Chicken Wings']"
(210) 366-4000,3231.7012196831665,UJaura9CFZAvGt-KfJohDQ,False,Poppys Pizza,+12103664000,$,4.0,264,"['pickup', 'delivery']",7115 Blanco Rd,-98.506518,29.522676,"['Pizza', 'Sandwiches', 'Chicken Wings']"
(210) 257-8520,4693.5178431766735,-veZJvbd4XFhny2PJNYmaw,False,Ray's Pizzaria N.Y. Style,+12102578520,$,3.5,151,['delivery'],5252 Fredricksburg Rd,-98.5615598782897,29.5042970859968,"['Pizza', 'Italian', 'Chicken Wings']"
(210) 592-7249,5446.83633348544,Moc_khGkJiyTGoikTm1J8g,False,Raising Cane's Chicken Fingers,+12105927249,$,4.0,99,[],9800 Airport Blvd,-98.4718245640397,29.5264753211854,"['Fast Food', 'American (Traditional)', 'Chicken Wings']"
(210) 233-1199,10951.119633152519,IUO84Sl_4U7RV7Imz9jXyA,False,Native Grill & Wings,+12102331199,$$,3.5,188,"['pickup', 'delivery']",3238 Wurzbach Rd,-98.6234731,29.4676421,"['American (New)', 'Sports Bars', 'Chicken Wings']"
(210) 359-0245,14714.5951090947,ZcYgWO8XXgS_AqAAShf9lg,False,Chatman's Chicken,+12103590245,$,4.0,96,['delivery'],1747 S WW White Rd,-98.405858,29.401825,"['Fast Food', 'Chicken Wings', 'American (Traditional)']"
(210) 600-9464,12965.79823071489,MOmw-ofkvS-zYYIMrzwD7A,False,Pluckers Wing Bar,+12106009464,$$,3.5,266,[],15651 I-10 W,-98.596729,29.586453,"['Chicken Wings', 'American (Traditional)']"
(210) 348-9090,3421.4657345800997,n3AiGXfR4deIu4wpoq76YQ,False,Ray's Pizzaria,+12103489090,$,3.5,126,"['pickup', 'delivery']",7214 Blanco Rd,-98.5041223011328,29.5238784808831,"['Italian', 'Desserts', 'Chicken Wings']"
(210) 877-2100,6244.468926790739,8m2n6KiQOD9mA1IlaP7RZQ,False,Wurzbach Ice House,+12108772100,$,3.0,153,[],10141 Wurzbach Rd,-98.559620854991,29.534505489856,"['Beer Bar', 'Chicken Wings', 'Pizza']"
(210) 369-9949,7921.668189943396,vPmKxtH8fl8sO59ImqNwWg,False,Wild Wing Station - Austin Hwy,+12103699949,,4.5,19,['delivery'],1533 Austin Hwy,-98.43291,29.49501,['Chicken Wings']
(210) 996-3326,6364.613143955418,Pxe1TTAGtV2ZpmKCd4WGPQ,False,Deco Pizzeria,+12109963326,$$,3.5,58,"['pickup', 'delivery']",2026 Babcock Rd,-98.57965,29.50052,"['Pizza', 'Chicken Wings', 'Cocktail Bars']"
(210) 979-9464,4275.519416334446,0vFOGVaP3O1b5wqnbs4mDQ,False,Wing Zone,+12109799464,$,3.0,86,"['pickup', 'delivery']",7863 Callaghan Rd,-98.5549799017344,29.509648293546,"['Salad', 'Burgers', 'Sandwiches']"
(210) 290-9990,14952.478795222994,85HBi2b3nnrNxwu-MHdoaw,False,Doner kebab cafe,+12102909990,$,4.0,39,"['pickup', 'delivery']",6851 N Loop 1604 W,-98.62437,29.58892,"['Mediterranean', 'Halal', 'Chicken Wings']"
(210) 558-9464,6386.657119581798,QFNs2dKe4-v2oKCXYmxc4g,False,Hooters,+12105589464,$$,3.0,118,['delivery'],8527 Wurzbach Rd,-98.572868119626,29.5210869822994,"['Chicken Wings', 'Sports Bars', 'American (Traditional)']"
(210) 499-4647,8120.70915671021,sEBU75MfO-ZGdNwcHFOtQQ,False,Wingstop,+12104994647,$,3.5,52,[],502 Embassy Oaks,-98.487914,29.563737,['Chicken Wings']
(210) 248-9616,10394.818489727164,IIFGw_aKphi7a8z7NJm4Xw,False,Capo's Pizzeria On Blanco,+12102489616,,4.0,28,"['pickup', 'delivery']",16350 Blanco Rd,-98.514151,29.587921,"['Pizza', 'Chicken Wings', 'Sandwiches']"
(210) 267-2033,8430.43307277227,Jos-Q93CaeSKYTfmru25Nw,False,Bush's Chicken,+12102672033,$,3.5,41,['delivery'],10603 Huebner Rd,-98.5825200116394,29.5417113612803,"['Fast Food', 'Chicken Wings']"
(210) 680-9464,9504.970330808479,gvZceD7pzL9OS7QTrO8OqQ,False,Wing Daddy's Sauce House,+12106809464,$$,2.5,160,['delivery'],6430 Bandera,-98.6124820858014,29.4900783681473,['American (New)']
(210) 496-9464,8016.993382929228,8BeLovoIa3OqMkCAk8Spcw,False,Hooters,+12104969464,$$,2.5,102,['delivery'],13131 San Pedro,-98.484272,29.5616008,"['Chicken Wings', 'Sports Bars', 'American (Traditional)']"
(210) 697-9464,10406.57718697102,AucTQgjaWs0m2vwFjet6GA,False,Wingstop,+12106979464,$$,3.0,57,[],5222 DE Zavala Rd,-98.58681,29.56402,['Chicken Wings']
(210) 521-8700,10881.773823012525,tszeSLKtNKOe5Q4HkwPmkQ,False,Bush's Chicken,+12105218700,$,3.5,40,['delivery'],7137 Bandera Rd,-98.62633,29.50397,"['Fast Food', 'Chicken Wings']"
(210) 694-9464,11182.054976786447,S8SnPUgdh8lKIsASzddGYQ,False,Buffalo Wild Wings,+12106949464,$$,2.5,136,['delivery'],5860 De Zavala Rd,-98.5993163,29.56266,"['Sports Bars', 'Chicken Wings', 'American (Traditional)']"
(210) 614-6300,5638.208149961304,Ss8wp2_x81v8535YbEJ6Tg,False,Wingstop,+12106146300,$$,3.0,51,['delivery'],7959 Fredericksburg Rd,-98.569282,29.511495,['Chicken Wings']
(210) 691-9464,10477.127405061909,luUki5lhVcUTWDJkODBLGA,False,Wing Daddy's,+12106919464,$,2.5,100,['delivery'],5230 De Zavala Rd,-98.587949462235,29.5635976775272,"['Chicken Wings', 'Sports Bars']"
(210) 366-9464,2636.4057675404683,XbdPUrKTQYEtA1dAZF7btg,False,Wing Daddy's Sauce House,+12103669464,$$,2.5,108,['pickup'],2120 Jackson Keller Rd,-98.5271177521496,29.5154079740487,['American (New)']
(210) 543-7118,10503.279850247674,4wiEcyg3OeIzcyLo0D5nlA,False,Peter Piper Pizza,+12105437118,$,3.5,39,[],6965 Bandera Rd,-98.6227479,29.4985996,"['Pizza', 'Chicken Wings', 'Buffets']"
(210) 229-9464,8364.524097119129,o6uGVu7eEgt-RceMmiP80A,False,Hooters,+12102299464,$$,2.5,145,['delivery'],849 E Commerce St,-98.484969,29.423715,"['Chicken Wings', 'Sports Bars', 'American (Traditional)']"
(210) 616-0032,6218.163343781375,npHv23qlXij7HK86QnEbWA,False,Domino's Pizza,+12106160032,$,3.5,26,[],8442 Fredericksburg Rd,-98.5727031,29.5187398,"['Pizza', 'Chicken Wings', 'Sandwiches']"
(210) 490-9933,11507.736196347474,9PkSlxXdwkvNyT1CNJ6qlA,False,Domino's Pizza,+12104909933,$,3.5,24,[],3022 Thousand Oaks Dr,-98.4395,29.57474,"['Pizza', 'Chicken Wings', 'Sandwiches']"
(210) 366-0983,7913.871725160742,j6Ouedm4cFq_TYn2VuKgkw,False,Domino's Pizza,+12103660983,$,3.5,34,[],13402 West Ave,-98.49167,29.5628,"['Pizza', 'Chicken Wings', 'Sandwiches']"
(210) 828-9464,7786.842797650351,BkCIdUlvxUHdipGDpaIwQA,False,Wingstop,+12108289464,$$,3.0,40,['delivery'],1464 Austin Hwy,-98.43414,29.49298,['Chicken Wings']
(210) 696-4670,6198.056267568329,ymhj5dfjams2bevQbDze2A,False,Pizza Hut,+12106964670,$,3.5,23,[],9403 Wurzbach Rd,-98.5636769631503,29.5300521983048,"['Italian', 'Pizza', 'Chicken Wings']"
(210) 350-3409,3191.719595706248,bHnR43bYU1J6bOd-BVcW1g,False,Burgerim,+12103503409,,3.5,22,[],7400 San Pedro Ave,-98.49789,29.51838,"['Burgers', 'Chicken Wings', 'Salad']"
(210) 732-1166,3504.266888260014,m0fQhzp73pRPlGhNC9q4wQ,False,Peter Piper Pizza,+12107321166,$,3.5,18,[],4474 Fredericksburg Rd,-98.5499911,29.4886352,"['Pizza', 'Chicken Wings', 'Buffets']"
(210) 828-5281,6032.548888854938,UZHLZmjzOiOpkLDuLhNWbw,False,Pizza Hut,+12108285281,$,3.5,13,[],1013 Austin Hwy,-98.4529986,29.485145,"['Italian', 'Pizza', 'Chicken Wings']"
(210) 909-5036,6572.86514642638,PuSvXS5PIOOGOvUD9EWYiQ,False,The Wing Shack,+12109095036,$$,3.5,13,"['pickup', 'delivery']",1022 N Main Ave,-98.49402,29.4381,['Chicken Wings']
(210) 408-5599,10180.204634024643,3j-DjsGrLUWA3JIqLFl0hw,False,Domino's Pizza,+12104085599,$,3.0,27,[],15502 Huebner Rd,-98.53399,29.58441,"['Pizza', 'Chicken Wings', 'Sandwiches']"
(210) 733-3030,5899.981874178212,i0w_FUq2DhJfzXLC9GbltA,False,Domino's Pizza,+12107333030,$,3.0,18,[],129 Bandera Rd,-98.5429,29.447584,"['Pizza', 'Chicken Wings', 'Sandwiches']"
(210) 832-8931,7410.861803152017,27YvCRS9qbvAoKK7mjGYTQ,False,Raising Cane's Chicken Fingers,+12108328931,$,3.0,18,['delivery'],1418 Austin Hwy,-98.4383371,29.4914305,"['Fast Food', 'American (Traditional)', 'Chicken Wings']"
(210) 680-3700,10192.550136005599,U1Lw2WlNzC6jQzs7xzlD3g,False,Wingstop,+12106803700,$$,3.0,24,['delivery'],6424 NW Loop 410,-98.6154214556268,29.4685660884727,['Chicken Wings']
(210) 527-9505,7786.101464752506,DpboktKYCxBBUkH9NC1ZoQ,False,Domino's Pizza,+12105279505,$,2.0,81,[],250 W Houston St,-98.4952941,29.4263051,"['Pizza', 'Chicken Wings', 'Sandwiches']"
(210) 435-8561,6133.915846933964,GuG8uM6u6kfIEwSvIKdl1w,False,Church's Chicken,+12104358561,,4.0,7,[],1615 Bandera Rd,-98.570731,29.469164,"['Fast Food', 'Chicken Wings']"
(210) 253-9787,7938.149411797863,vV_O4oQkiZ8fht7mDzjdxA,False,Wing'z Waffles & More,+12102539787,,4.0,6,"['pickup', 'delivery']",1103 Mason St,-98.460739,29.440462,"['Waffles', 'Chicken Wings', 'Burgers']"
(210) 696-6053,8766.729120932841,1T-gQRFySqORnsQw5nqf_w,False,Pizza Hut,+12106966053,$,2.5,36,[],5731 Babcock Rd,-98.59889,29.52293,"['Italian', 'Pizza', 'Chicken Wings']"
(210) 227-3263,9559.259243838003,4DD7PEc-wNbCPbxR418zgA,False,Onlive Hall Of Fame Cafe,+12102273263,$,4.0,5,"['pickup', 'delivery']",2404 E Houston St,-98.45653,29.42482,"['Sandwiches', 'Chicken Wings']"
(210) 680-0370,8271.707490397719,Jma28TKnIiMOvMmCXCJyyA,False,Domino's Pizza,+12106800370,$,2.5,35,[],5748 Evers Rd,-98.59965,29.48967,"['Pizza', 'Chicken Wings', 'Sandwiches']"
(210) 998-2637,11449.204770295079,u6wd8GUpisQLkF2-4JrTSA,False,House of pizza,+12109982637,,2.0,75,"['pickup', 'delivery']",2620 S Presa St,-98.48136,29.39549,"['Pizza', 'Chicken Wings']"
(210) 308-0300,2206.8498251090546,D4yT8Gvama8pjwIABaTyXg,False,Wingstop,+12103080300,$,2.5,17,['delivery'],7049 San Pedro Ave,-98.4998931,29.5097479,['Chicken Wings']
(210) 236-3888,8541.38890136381,i8rBnBwfRFUF16tDXF0Tew,False,Domino's Pizza,+12102363888,$,2.5,30,[],11703 Huebner Rd,-98.5730743408203,29.5519828796387,"['Pizza', 'Chicken Wings', 'Sandwiches']"
(210) 822-2021,2396.5646817451907,OfD9hslF0Dz0tmgHa83now,False,Domino's Pizza,+12108222021,$,3.0,16,[],7551 McCullough Ave,-98.49203,29.50401,"['Pizza', 'Chicken Wings', 'Sandwiches']"
(210) 646-6400,14878.736310310223,vG3FUvgKiaUeMacBOOuD_w,False,Domino's Pizza,+12106466400,$,2.5,32,[],6827 N Loop 1604 W,-98.6232661089501,29.5889616423297,"['Pizza', 'Chicken Wings', 'Sandwiches']"
(210) 561-7944,10933.414559279276,B8_ZrvlLJjZpbNqgL51tsQ,False,Popeyes Louisiana Kitchen,+12105617944,$,2.5,27,"['pickup', 'delivery']",12826 IH 10 West,-98.592644,29.5653873,"['Fast Food', 'Chicken Wings']"
(210) 532-2555,11520.974363175083,tGd-sIW50ScZUspAHNFxpQ,False,Big Tony's Pizzeria,+12105322555,,1.5,135,"['pickup', 'delivery']",2710 S Presa St,-98.48113,29.3949,"['Pizza', 'Desserts', 'Chicken Wings']"
(210) 341-4000,1462.7687490335402,CiyDsrr1HWL2gaSYJsiuSg,False,Wingstop,+12103414000,$,3.0,11,['delivery'],2911 West Ave,-98.5261349,29.4867648,['Chicken Wings']
(210) 438-0643,7690.899385876033,g9-V-DrNVREwfsv550pAWQ,False,Church's Chicken,+12104380643,,4.5,4,[],219 Zarzamora St S,-98.5274459,29.4262108,"['Fast Food', 'Chicken Wings']"
(210) 979-8700,2749.879035374506,-5PtoeMKtLOk9D9iwYkKRQ,False,Church's Chicken,+12109798700,,4.0,4,[],2602 NW Loop 410,-98.53571,29.51069,"['Fast Food', 'Chicken Wings']"
(210) 982-3041,6814.706426838372,jjvfMOeOBP-5D0TKAZW7Zw,False,24th St Pizzeria,+12109823041,$$,1.0,131,"['pickup', 'delivery']",901 NW 24th St,-98.5416347533464,29.4379406422377,"['Chicken Wings', 'Pizza', 'Fast Food']"
(210) 696-4499,11260.459142442252,QN_-cK42iCN0RlnESduSxw,False,Pizza Hut,+12106964499,$,2.5,20,[],6404 Babcock Rd,-98.615304,29.5448968440782,"['Italian', 'Pizza', 'Chicken Wings']"
(210) 226-9464,5776.662600891966,w-SPcZweXnMjoVMaMiL1oA,False,Wingstop,+12102269464,$$,2.5,23,['delivery'],1107 San Pedro Ave,-98.4994804878232,29.4441384861883,['Chicken Wings']
(210) 681-5581,10723.293054856566,s71WsK1pcA7-01HqCyzVOg,False,Pizza Hut,+12106815581,$,2.5,15,[],7031 Bandera Rd,-98.624914,29.501496,"['Italian', 'Pizza', 'Chicken Wings']"
(210) 696-1600,11124.99130872931,UqW1SjPIvnt00NpKWoi7Kg,False,Domino's Pizza,+12106961600,$,2.0,24,[],6415 Babcock Rd,-98.6137390136719,29.54563331604,"['Pizza', 'Chicken Wings', 'Sandwiches']"
(210) 798-1234,2151.152026558028,DlsFTnr8ZAN6ppcthpnhAQ,False,Popeyes Louisiana Kitchen,+12107981234,$,2.0,21,"['pickup', 'delivery']",7031 San Pedro Ave,-98.4996894,29.508938,"['Fast Food', 'Chicken Wings']"
(210) 828-7272,7649.928606246364,QoSlrmHoutYS55P8VD1VGw,False,Domino's Pizza,+12108287272,$,2.5,23,[],3255 Harry Wurzbach Rd,-98.43524,29.49544,"['Pizza', 'Chicken Wings', 'Sandwiches']"
(210) 826-1181,1626.0324411806344,iHXo9kVyGWq5gfPkl62TNw,False,Pizza Hut,+12108261181,$,2.5,15,[],6630 San Pedro Ave,-98.498737,29.499719,"['Italian', 'Pizza', 'Chicken Wings']"
(210) 681-0594,9321.60804515075,jX2Jn6C-xmHEvb1VIBQvkw,False,Pizza Hut,+12106810594,$,2.5,16,[],6115 Ingram Rd,-98.6052560806274,29.4666409668856,"['Italian', 'Pizza', 'Chicken Wings']"
(210) 657-6042,11919.290196120959,lo8lEhvuVI0v0c3Yz6WhBw,False,Domino's Pizza,+12106576042,$,2.5,15,[],4348 Thousand Oaks Dr,-98.4092492438212,29.5502745085577,"['Pizza', 'Chicken Wings', 'Sandwiches']"
(210) 344-1422,1240.3026794202817,p-r_xb7f-sIS2bgmEzfN-A,False,Church's Chicken,+12103441422,$,3.0,11,[],2431 Basse Rd,-98.52547,29.48881,"['Fast Food', 'Chicken Wings']"
(210) 493-3101,10209.150126556764,P1KKJuq-JuXiMvc6p_CbaQ,False,Pizza Hut,+12104933101,$,2.5,18,[],4500 De Zavala Rd,-98.5738328134918,29.570306665707,"['Italian', 'Pizza', 'Chicken Wings']"
(210) 699-0673,8943.734726680166,gZZcARfzCO73iqlawLpk3g,False,Church's Chicken,+12106990673,$,2.5,17,[],8757 Huebner Rd,-98.6010705,29.5227276,"['Fast Food', 'Chicken Wings']"
(210) 591-0651,6279.408874578951,cMADFA9aRIQ0Zm6dclXjHw,False,KFC,+12105910651,$,2.5,16,"['pickup', 'delivery']",8510 Fredericksburg Rd,-98.5725712687372,29.5194676447921,"['Fast Food', 'Chicken Wings', 'Chicken Shop']"
(210) 736-2721,3342.291929315736,cuuusJdO3I4tcK_9EZPB3Q,False,Pizza Hut,+12107362721,$,2.5,16,[],4250 Fredericksburg Rd,-98.547867,29.486894,"['Italian', 'Pizza', 'Chicken Wings']"
(210) 591-0601,6302.30840598071,4MJqirKoXplQQeiONW6mkw,False,KFC,+12105910601,$,2.0,17,"['pickup', 'delivery']",12050 Blanco Rd,-98.5116639954864,29.551066210195,"['Fast Food', 'Chicken Wings', 'Chicken Shop']"
(210) 495-7363,11778.43070471203,t_c46DHUvlceTXFhB6zddg,False,Pizza Hut,+12104957363,$,2.5,16,[],15045 Jones-maltsberger Rd,-98.441389,29.5792013,"['Italian', 'Pizza', 'Chicken Wings']"
(830) 513-8464,13997.52979360052,SqegeVsaIzGrx_PRRpbJfA,False,Maniacs Chef's Truck,+18305138464,,2.5,18,[],14530 Roadrunner Way,-98.62466,29.57583,"['Burgers', 'Food Trucks', 'Chicken Wings']"
(210) 656-9119,10726.467362539595,i6X498psmfCOKhJnQopzJw,False,Popeyes Louisiana Kitchen,+12106569119,$,2.5,12,"['pickup', 'delivery']",4535 Rittiman Rd,-98.40425,29.48441,"['Fast Food', 'Chicken Wings']"
(210) 278-9900,2188.703154044773,pL0lY-sAG_lbYNeNiqesvg,False,Domino's Pizza,+12102789900,$,2.0,12,[],1803 Vance Jackson Rd,-98.5363712,29.4897643,"['Pizza', 'Chicken Wings', 'Sandwiches']"
(210) 521-5580,5953.608410738674,hchoeMWqdKkJR-2pIOe2NQ,False,Popeyes Louisiana Kitchen,+12105215580,$,1.5,19,"['pickup', 'delivery']",6127 Callaghan Rd,-98.5755,29.48881,"['Fast Food', 'Chicken Wings']"
(210) 432-6025,7976.037611512463,JT3hJ1_iz7dheh0kyWtUMw,False,Peter Piper Pizza,+12104326025,,3.0,9,[],4811 W Commerce St,-98.556171,29.4326093,"['Pizza', 'Chicken Wings', 'Buffets']"
(210) 377-1876,5914.832138967695,0bCu8W1Z0bV1lsOFBQv8_g,False,Pizza Hut,+12103771876,$,1.5,26,[],11727 West Ave,-98.5082481137942,29.5473613,"['Italian', 'Pizza', 'Chicken Wings']"
(210) 432-4766,7686.514654022536,JXAuk6q8EZih3QU5x1QzQA,False,Pizza Hut,+12104324766,$,2.5,8,[],4001 W Commerce St,-98.5427378118038,29.4298635422511,"['Italian', 'Pizza', 'Chicken Wings']"
(210) 434-1200,5750.504180655944,2nEAcgpSzs5_PIt2O4SZ7Q,False,Pizza Hut,+12104341200,$,2.0,13,[],625 Bandera Rd,-98.5506422817707,29.4534599905374,"['Italian', 'Pizza', 'Chicken Wings']"
(210) 507-5656,8511.543554304622,piuSmC7mABUBi_oAZU47pQ,False,Domino's Pizza,+12105075656,$,1.5,16,[],2490 7th St,-98.4342448,29.4629771,"['Pizza', 'Chicken Wings', 'Sandwiches']"
(210) 333-5504,13186.804756160922,e9phdJ4KH3q5lqRObO4X_w,False,Popeyes Louisiana Kitchen,+12103335504,$,2.0,16,"['pickup', 'delivery']",506 S Ww White Rd,-98.405123,29.423656,"['Fast Food', 'Chicken Wings']"
(210) 226-3690,9072.040102055566,9iHICx0vn6SeaikthRG9Ng,False,Church's Chicken,+12102263690,$,2.5,10,"['pickup', 'delivery']",2026 S Alamo,-98.50409,29.41336,"['Fast Food', 'Chicken Wings']"
(210) 591-0696,10556.321123972573,_LfHvuu9aXlkaJO85B3zSA,False,KFC,+12105910696,$,2.0,19,['pickup'],5211 De Zavala,-98.5877793436213,29.5647,"['Fast Food', 'Chicken Wings', 'Chicken Shop']"
(210) 251-2501,8069.826881963832,4YeIdSZijEMmljBpT2btBA,False,KFC,+12102512501,$,2.5,7,"['pickup', 'delivery']",4711 W Commerce St,-98.5555138,29.431305,"['Fast Food', 'Chicken Wings', 'Chicken Shop']"
(210) 494-7351,11148.866564958624,UNjoa0XMMkvkYcn3P6ICYQ,False,Pizza Hut,+12104947351,$,2.0,15,[],16100 San Pedro Ave,-98.473601,29.588208,"['Italian', 'Pizza', 'Chicken Wings']"
(210) 648-9090,15204.013603211408,Neb2I0eJlx_pwj17APoc7A,False,Domino's Pizza,+12106489090,$,2.0,18,[],4547 Rigsby Ave,-98.40242,29.39864,"['Pizza', 'Chicken Wings', 'Sandwiches']"
(210) 690-6354,6212.156946246596,12dDtg04O-LVatzKuxx2ag,False,Popeyes Louisiana Kitchen,+12106906354,$,1.5,31,"['pickup', 'delivery']",10131 Wurzbach Rd,-98.559524,29.534221,"['Fast Food', 'Chicken Wings']"
