alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
alamo-drafthouse-cinema-park-north-san-antonio-2,"[{'alias': 'movietheaters', 'title': 'Cinema'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'dinnertheater', 'title': 'Dinner Theater'}]","{'latitude': 29.5184749382524, 'longitude': -98.5029170876116}",(210) 677-8500,2894.7107034407727,owXE6zZ3BrEv8tWrA-LlOQ,https://s3-media4.fl.yelpcdn.com/bphoto/YWnEH213kT1q8td-T2jJ5w/o.jpg,False,"{'address1': '618 NW Loop 410', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78216', 'country': 'US', 'state': 'TX', 'display_address': ['618 NW Loop 410', 'San Antonio, TX 78216']}",Alamo Drafthouse Cinema Park North,+12106778500,$$,3.5,492,[],https://www.yelp.com/biz/alamo-drafthouse-cinema-park-north-san-antonio-2?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
alamo-drafthouse-cinema-stone-oak-san-antonio,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'movietheaters', 'title': 'Cinema'}, {'alias': 'dinnertheater', 'title': 'Dinner Theater'}]","{'latitude': 29.6536964509247, 'longitude': -98.4470415602219}",(210) 677-8500,18868.92361582576,J9m-4UV6uj5Ke_QuQBZ-Gw,https://s3-media1.fl.yelpcdn.com/bphoto/xIxJ2XPLw46ofvhkwgP-WQ/o.jpg,False,"{'address1': '22806 US Hwy', 'address2': '281 North Drive', 'address3': '', 'city': 'San Antonio', 'zip_code': '78258', 'country': 'US', 'state': 'TX', 'display_address': ['22806 US Hwy', '281 North Drive', 'San Antonio, TX 78258']}",Alamo Drafthouse Cinema Stone Oak,+12106778500,$$,3.5,233,[],https://www.yelp.com/biz/alamo-drafthouse-cinema-stone-oak-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
alamo-drafthouse-cinema-westlakes-san-antonio-3,"[{'alias': 'movietheaters', 'title': 'Cinema'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'dinnertheater', 'title': 'Dinner Theater'}]","{'latitude': 29.4209089110039, 'longitude': -98.6515617370605}",(210) 677-8500,15594.668009897883,xmk_WHw3icx8QbP06ZpUaA,https://s3-media1.fl.yelpcdn.com/bphoto/Uxaw1g9ZtdwaxW-v0247QA/o.jpg,False,"{'address1': '1255 SW Loop 410', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78227', 'country': 'US', 'state': 'TX', 'display_address': ['1255 SW Loop 410', 'San Antonio, TX 78227']}",Alamo Drafthouse Cinema Westlakes,+12106778500,$$,3.5,240,[],https://www.yelp.com/biz/alamo-drafthouse-cinema-westlakes-san-antonio-3?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
harlequin-dinner-theater-san-antonio,"[{'alias': 'dinnertheater', 'title': 'Dinner Theater'}]","{'latitude': 29.4571642372084, 'longitude': -98.4450554037227}",(210) 222-9694,7889.511772128164,MTuv0sCsQlIHNaZUImmTOQ,https://s3-media1.fl.yelpcdn.com/bphoto/A7Fw7779PXQxxLqQJugjmA/o.jpg,False,"{'address1': '2652 Harney Rd', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78234', 'country': 'US', 'state': 'TX', 'display_address': ['2652 Harney Rd', 'San Antonio, TX 78234']}",Harlequin Dinner Theater,+12102229694,,4.5,8,[],https://www.yelp.com/biz/harlequin-dinner-theater-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
the-dinner-detective-san-antonio,"[{'alias': 'dinnertheater', 'title': 'Dinner Theater'}]","{'latitude': 29.42657, 'longitude': -98.485771}",(866) 496-0535,8037.1688205800365,Xp8NXgXQjN2rPpGKwJ2ogw,https://s3-media2.fl.yelpcdn.com/bphoto/ymmEMTqv4q-kPPVCbOPlfg/o.jpg,False,"{'address1': '705 E Houston St', 'address2': '', 'address3': None, 'city': 'San Antonio', 'zip_code': '78205', 'country': 'US', 'state': 'TX', 'display_address': ['705 E Houston St', 'San Antonio, TX 78205']}",The Dinner Detective,+18664960535,,2.5,6,[],https://www.yelp.com/biz/the-dinner-detective-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
rehoboth-eritrean-ethiopian-cuisine-san-antonio-2,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'eritrean', 'title': 'Eritrean'}]","{'latitude': 29.4944700499252, 'longitude': -98.5702100023627}",(210) 263-7002,5401.118909517373,qwDt27XGlF6WJVnukhM4rw,https://s3-media3.fl.yelpcdn.com/bphoto/hAkjvsPl2Jl0b4wVAVGVXg/o.jpg,False,"{'address1': '1721 Babcock Rd', 'address2': '', 'address3': None, 'city': 'San Antonio', 'zip_code': '78229', 'country': 'US', 'state': 'TX', 'display_address': ['1721 Babcock Rd', 'San Antonio, TX 78229']}",Rehoboth Eritrean-Ethiopian Cuisine,+12102637002,$$,4.5,134,['delivery'],https://www.yelp.com/biz/rehoboth-eritrean-ethiopian-cuisine-san-antonio-2?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
african-village-san-antonio-2,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'african', 'title': 'African'}, {'alias': 'eritrean', 'title': 'Eritrean'}]","{'latitude': 29.540934, 'longitude': -98.551459}",(210) 467-5102,6291.6985494178725,xoKRn7pXo6OZdDFrqma73g,https://s3-media1.fl.yelpcdn.com/bphoto/ZjlrxJCCHbyR71SLHeCrqw/o.jpg,False,"{'address1': '10918 Wurzbach Rd', 'address2': 'Ste 131', 'address3': '', 'city': 'San Antonio', 'zip_code': '78230', 'country': 'US', 'state': 'TX', 'display_address': ['10918 Wurzbach Rd', 'Ste 131', 'San Antonio, TX 78230']}",African Village,+12104675102,,4.5,54,[],https://www.yelp.com/biz/african-village-san-antonio-2?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
rehoboth-eritrean-ethiopian-cuisine-san-antonio-2,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'eritrean', 'title': 'Eritrean'}]","{'latitude': 29.4944700499252, 'longitude': -98.5702100023627}",(210) 263-7002,5401.118909517373,qwDt27XGlF6WJVnukhM4rw,https://s3-media3.fl.yelpcdn.com/bphoto/hAkjvsPl2Jl0b4wVAVGVXg/o.jpg,False,"{'address1': '1721 Babcock Rd', 'address2': '', 'address3': None, 'city': 'San Antonio', 'zip_code': '78229', 'country': 'US', 'state': 'TX', 'display_address': ['1721 Babcock Rd', 'San Antonio, TX 78229']}",Rehoboth Eritrean-Ethiopian Cuisine,+12102637002,$$,4.5,134,['delivery'],https://www.yelp.com/biz/rehoboth-eritrean-ethiopian-cuisine-san-antonio-2?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
african-village-san-antonio-2,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'african', 'title': 'African'}, {'alias': 'eritrean', 'title': 'Eritrean'}]","{'latitude': 29.540934, 'longitude': -98.551459}",(210) 467-5102,6291.6985494178725,xoKRn7pXo6OZdDFrqma73g,https://s3-media1.fl.yelpcdn.com/bphoto/ZjlrxJCCHbyR71SLHeCrqw/o.jpg,False,"{'address1': '10918 Wurzbach Rd', 'address2': 'Ste 131', 'address3': '', 'city': 'San Antonio', 'zip_code': '78230', 'country': 'US', 'state': 'TX', 'display_address': ['10918 Wurzbach Rd', 'Ste 131', 'San Antonio, TX 78230']}",African Village,+12104675102,,4.5,54,[],https://www.yelp.com/biz/african-village-san-antonio-2?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
berbere-ethiopian-cuisine-san-antonio,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]","{'latitude': 29.5131912231445, 'longitude': -98.5692291259766}",(210) 310-9264,6251.366646550092,Zeae64QPy6hEQVQ--eEaXA,https://s3-media1.fl.yelpcdn.com/bphoto/b0mKwIiB4N0u2CkduLHnpQ/o.jpg,False,"{'address1': '', 'address2': None, 'address3': None, 'city': 'San Antonio', 'zip_code': '78229', 'country': 'US', 'state': 'TX', 'display_address': ['San Antonio, TX 78229']}",Berbere Ethiopian Cuisine,+12103109264,$,4.5,41,['pickup'],https://www.yelp.com/biz/berbere-ethiopian-cuisine-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
chris-madrids-san-antonio,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 29.46424, 'longitude': -98.50764}",(210) 735-3552,3423.722832241985,TDK5Elxjgy8c61zmcnBCvg,https://s3-media2.fl.yelpcdn.com/bphoto/uOe9Aja8b_VQxw5iTSg61g/o.jpg,False,"{'address1': '1900 Blanco Rd', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78212', 'country': 'US', 'state': 'TX', 'display_address': ['1900 Blanco Rd', 'San Antonio, TX 78212']}",Chris Madrids,+12107353552,$$,4.0,755,[],https://www.yelp.com/biz/chris-madrids-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
shake-shack-san-antonio-6,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 29.5175745238617, 'longitude': -98.4998115746294}",(210) 277-4770,2934.736502825122,5vYRfkwwa_93TPFdYzPevg,https://s3-media4.fl.yelpcdn.com/bphoto/0npBQxkJDzMb2BU7EtCNzg/o.jpg,False,"{'address1': '7427 San Pedro Ave', 'address2': 'Ste 107', 'address3': '', 'city': 'San Antonio', 'zip_code': '78216', 'country': 'US', 'state': 'TX', 'display_address': ['7427 San Pedro Ave', 'Ste 107', 'San Antonio, TX 78216']}",Shake Shack,+12102774770,$$,3.5,332,['delivery'],https://www.yelp.com/biz/shake-shack-san-antonio-6?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
mod-pizza-san-antonio-2,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 29.5637340545654, 'longitude': -98.5877075195312}",(210) 819-2991,10483.417164912538,CwXW9McbuiW86Mx_oad_Cg,https://s3-media3.fl.yelpcdn.com/bphoto/QdBQKfcfsR2ootibotpOsw/o.jpg,False,"{'address1': '5230 De Zavala Rd', 'address2': 'Ste 234', 'address3': None, 'city': 'San Antonio', 'zip_code': '78249', 'country': 'US', 'state': 'TX', 'display_address': ['5230 De Zavala Rd', 'Ste 234', 'San Antonio, TX 78249']}",MOD Pizza,+12108192991,$,4.0,143,[],https://www.yelp.com/biz/mod-pizza-san-antonio-2?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
culvers-san-antonio,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 29.5626754881993, 'longitude': -98.5987962687172}",(210) 558-9797,11146.31376405473,MldTAQsQMomDky8b8JUK-A,https://s3-media1.fl.yelpcdn.com/bphoto/F8WFeK9I2Ps_Tlv1gDjB9A/o.jpg,False,"{'address1': '5836 De Zavala Rd', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78249', 'country': 'US', 'state': 'TX', 'display_address': ['5836 De Zavala Rd', 'San Antonio, TX 78249']}",Culver's,+12105589797,$,4.0,170,[],https://www.yelp.com/biz/culvers-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
five-guys-san-antonio-6,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 29.4942402, 'longitude': -98.4788491}",(210) 822-6200,3441.260299752597,fLm7qT0EBrGghTYPV-8frg,https://s3-media4.fl.yelpcdn.com/bphoto/DLj9uiNf_5d4PBBBMqWfWQ/o.jpg,False,"{'address1': '260 E Basse Rd', 'address2': 'Ste 107', 'address3': '', 'city': 'San Antonio', 'zip_code': '78209', 'country': 'US', 'state': 'TX', 'display_address': ['260 E Basse Rd', 'Ste 107', 'San Antonio, TX 78209']}",Five Guys,+12108226200,$,4.0,98,['pickup'],https://www.yelp.com/biz/five-guys-san-antonio-6?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
raising-canes-chicken-fingers-san-antonio-7,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'latitude': 29.5264753211854, 'longitude': -98.4718245640397}",(210) 592-7249,5446.83633348544,Moc_khGkJiyTGoikTm1J8g,https://s3-media2.fl.yelpcdn.com/bphoto/p1u-ZKKt7hrdN8GkCdDkZw/o.jpg,False,"{'address1': '9800 Airport Blvd', 'address2': 'Ste 170', 'address3': '', 'city': 'San Antonio', 'zip_code': '78216', 'country': 'US', 'state': 'TX', 'display_address': ['9800 Airport Blvd', 'Ste 170', 'San Antonio, TX 78216']}",Raising Cane's Chicken Fingers,+12105927249,$,4.0,99,[],https://www.yelp.com/biz/raising-canes-chicken-fingers-san-antonio-7?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
chatmans-chicken-san-antonio-2,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 29.401825, 'longitude': -98.405858}",(210) 359-0245,14714.5951090947,ZcYgWO8XXgS_AqAAShf9lg,https://s3-media2.fl.yelpcdn.com/bphoto/wlTfBb5K-E3tKGgt8gGNgA/o.jpg,False,"{'address1': '1747 S WW White Rd', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78220', 'country': 'US', 'state': 'TX', 'display_address': ['1747 S WW White Rd', 'San Antonio, TX 78220']}",Chatman's Chicken,+12103590245,$,4.0,96,['delivery'],https://www.yelp.com/biz/chatmans-chicken-san-antonio-2?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
raising-canes-chicken-fingers-san-antonio-8,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 29.5000019073486, 'longitude': -98.6246719360352}",(210) 520-0629,10689.803891652331,X-768BaBc3evNPB5tD3y9w,https://s3-media4.fl.yelpcdn.com/bphoto/vKxDgM-stzGdDas9tTsIiw/o.jpg,False,"{'address1': '7020 Bandera Rd', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78238', 'country': 'US', 'state': 'TX', 'display_address': ['7020 Bandera Rd', 'San Antonio, TX 78238']}",Raising Cane's Chicken Fingers,+12105200629,$,4.0,77,['delivery'],https://www.yelp.com/biz/raising-canes-chicken-fingers-san-antonio-8?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
filés-burgers-san-antonio-4,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 29.40694, 'longitude': -98.52716}",(210) 267-1330,9821.934728958351,afjnFnXmHJOylX_u5w7Iyg,https://s3-media2.fl.yelpcdn.com/bphoto/wnY0uZVkZxCVMbJrIWClXQ/o.jpg,False,"{'address1': '543 Ceralvo', 'address2': None, 'address3': '', 'city': 'San Antonio', 'zip_code': '78207', 'country': 'US', 'state': 'TX', 'display_address': ['543 Ceralvo', 'San Antonio, TX 78207']}",Filé's Burgers,+12102671330,$,4.5,28,['delivery'],https://www.yelp.com/biz/fil%C3%A9s-burgers-san-antonio-4?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
pieology-pizzeria-san-antonio,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 29.4242256195865, 'longitude': -98.4861467695893}",(210) 617-7013,8272.756417651131,TXM-7wyANNCw5Z4s995IIg,https://s3-media4.fl.yelpcdn.com/bphoto/oEONzbDpayXfxS8KBZ9X_w/o.jpg,False,"{'address1': '849 E Commerce St', 'address2': '', 'address3': None, 'city': 'San Antonio', 'zip_code': '78205', 'country': 'US', 'state': 'TX', 'display_address': ['849 E Commerce St', 'San Antonio, TX 78205']}",Pieology Pizzeria,+12106177013,$$,4.0,73,"['delivery', 'pickup']",https://www.yelp.com/biz/pieology-pizzeria-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
texas-burger-company-san-antonio,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 29.41936, 'longitude': -98.44146}",(210) 229-1526,10933.930900035992,EH5GkBPt7g10V13iIuoofw,https://s3-media3.fl.yelpcdn.com/bphoto/SzNGEJ6HKY9bQKRLcqSKXQ/o.jpg,False,"{'address1': '3038 E Commerce', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78220', 'country': 'US', 'state': 'TX', 'display_address': ['3038 E Commerce', 'San Antonio, TX 78220']}",Texas Burger Company,+12102291526,$,4.5,26,['delivery'],https://www.yelp.com/biz/texas-burger-company-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
whataburger-san-antonio-17,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 29.4237941966757, 'longitude': -98.4889152646065}",(210) 228-0710,8233.778543287848,yDJOsePkSanHA88SHGsiWw,https://s3-media1.fl.yelpcdn.com/bphoto/v8O4knFajm4Gc7ZT81U-Ug/o.jpg,False,"{'address1': '412 E Commerce St', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78205', 'country': 'US', 'state': 'TX', 'display_address': ['412 E Commerce St', 'San Antonio, TX 78205']}",Whataburger,+12102280710,$,3.0,172,['delivery'],https://www.yelp.com/biz/whataburger-san-antonio-17?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
gorditas-doña-tota-san-antonio-3,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 29.5098521, 'longitude': -98.4994149}",(210) 375-0005,2211.9444679482717,5V6T8d9bBhBq80GFbM7Xzg,https://s3-media2.fl.yelpcdn.com/bphoto/vo16dzPw1qevTznHLHrhXQ/o.jpg,False,"{'address1': '7053 San Pedro Ave', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78216', 'country': 'US', 'state': 'TX', 'display_address': ['7053 San Pedro Ave', 'San Antonio, TX 78216']}",Gorditas Doña Tota,+12103750005,$,3.5,81,"['delivery', 'pickup']",https://www.yelp.com/biz/gorditas-do%C3%B1a-tota-san-antonio-3?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
chick-fil-a-san-antonio-16,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 29.5103707, 'longitude': -98.577968}",(210) 615-5293,6401.512388164248,zETDzzyMGCf2g5grLkbRjQ,https://s3-media1.fl.yelpcdn.com/bphoto/fOAB4Y7E3IEattMpijm0pg/o.jpg,False,"{'address1': '4715 Medical Dr', 'address2': None, 'address3': None, 'city': 'San Antonio', 'zip_code': '78229', 'country': 'US', 'state': 'TX', 'display_address': ['4715 Medical Dr', 'San Antonio, TX 78229']}",Chick-fil-A,+12106155293,$,3.5,70,[],https://www.yelp.com/biz/chick-fil-a-san-antonio-16?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
chipotle-mexican-grill-san-antonio-4,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 29.4980846832859, 'longitude': -98.4800007840614}",(210) 832-9444,3354.2572909769656,elAaLbznwJVh7UvLuB2_jw,https://s3-media4.fl.yelpcdn.com/bphoto/WAf8NUUmzBODWB_FQ6xaTg/o.jpg,False,"{'address1': '7322 Jones Maltsberger Rd', 'address2': 'Ste 206', 'address3': None, 'city': 'San Antonio', 'zip_code': '78209', 'country': 'US', 'state': 'TX', 'display_address': ['7322 Jones Maltsberger Rd', 'Ste 206', 'San Antonio, TX 78209']}",Chipotle Mexican Grill,+12108329444,$,4.0,49,['delivery'],https://www.yelp.com/biz/chipotle-mexican-grill-san-antonio-4?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
chick-fil-a-san-antonio-13,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 29.4660049, 'longitude': -98.621005}",(210) 767-9193,10827.134201989682,AtTr1cpOV9Ak7b6JaDpT4w,https://s3-media2.fl.yelpcdn.com/bphoto/HeA9ge9EkL1-D08kTzQZkw/o.jpg,False,"{'address1': '6565 Ingram Rd', 'address2': None, 'address3': None, 'city': 'San Antonio', 'zip_code': '78238', 'country': 'US', 'state': 'TX', 'display_address': ['6565 Ingram Rd', 'San Antonio, TX 78238']}",Chick-fil-A,+12107679193,$,4.0,44,[],https://www.yelp.com/biz/chick-fil-a-san-antonio-13?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
five-guys-san-antonio-5,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 29.56457, 'longitude': -98.58808}",(210) 641-2595,10565.892483943999,9ignINxTCrN85dkqjkDYUw,https://s3-media1.fl.yelpcdn.com/bphoto/HokghR1DWXEaPn019SqWeA/o.jpg,False,"{'address1': '5215 Dezavala Rd', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78249', 'country': 'US', 'state': 'TX', 'display_address': ['5215 Dezavala Rd', 'San Antonio, TX 78249']}",Five Guys,+12106412595,$,3.5,77,[],https://www.yelp.com/biz/five-guys-san-antonio-5?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
firehouse-subs-san-antonio-2,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 29.526841, 'longitude': -98.600937}",(210) 558-6700,9115.922852778776,--OzVil2UY48kKBM4IgTig,https://s3-media3.fl.yelpcdn.com/bphoto/X1h0n9dVhldEgdmrRgNmtg/o.jpg,False,"{'address1': '5887 Babcock Rd', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78240', 'country': 'US', 'state': 'TX', 'display_address': ['5887 Babcock Rd', 'San Antonio, TX 78240']}",Firehouse Subs,+12105586700,$,3.5,58,"['delivery', 'pickup']",https://www.yelp.com/biz/firehouse-subs-san-antonio-2?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
chick-fil-a-san-antonio-34,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 29.5256072, 'longitude': -98.6003517}",(210) 694-4553,9010.314276835194,7SeUz6tTIi2lf1xyI72jqA,https://s3-media2.fl.yelpcdn.com/bphoto/-f6IGoijAa57EDZhr6c2VQ/o.jpg,False,"{'address1': '5803 Babcock Rd', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78240', 'country': 'US', 'state': 'TX', 'display_address': ['5803 Babcock Rd', 'San Antonio, TX 78240']}",Chick-fil-A,+12106944553,$,4.0,42,[],https://www.yelp.com/biz/chick-fil-a-san-antonio-34?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
