,display_phone,distance,id,is_closed,name,phone,price,rating,review_count,transactions,address,longitude,latitude,categories,seperated_address,house_numbers,split_address,establishment,trimmed_name,clean_address
440,(210) 995-0843,13996.725999918051,Tya21NVPR3keKzbfScb_5Q,False,Churrasquinho do Nardo,+12109950843,$,5.0,4,['delivery'],14530 roadrunner way,-98.62466,29.57583,"['Brazilian', 'Food Trucks']","['14530', 'roadrunner', 'way']",14530,roadrunner way,Churrasquinho do Nardo,churrasquinho do nardo,roadrunneray
441,(210) 253-9894,17223.562458499906,6Qg-vZavT6wBfR-FPjDcow,False,Pingo de Mel Brazilian Bakery,+12102539894,,4.5,6,[],,-98.47733,29.64836,"['Patisserie/Cake Shop', 'Bakeries', 'Brazilian']",[],,,Pingo de Mel Brazilian Bakery,pingo  m brazili bakery,
442,(210) 596-7555,6562.0931377362085,1VhDOskqgmXgqAXFukRGrg,False,InCup,+12105967555,,5.0,1,[],2202 broadway st,-98.4749968986704,29.4464213593418,"['Brazilian', 'Food Trucks']","['2202', 'broadway', 'st']",2202,broadway st,InCup,incup,broadway
443,(210) 496-0828,8134.573517423651,_S3cq-DYrsSIpv3EI45ErA,False,The Magnolia Pancake Haus,+12104960828,$$,4.0,1889,['delivery'],606 embassy oaks,-98.488924,29.564154,"['Breakfast & Brunch', 'American (New)']","['606', 'embassy', 'oaks']",606,embassy oaks,The Magnolia Pancake Haus, magnoli pancake haus,embassy oaks
444,(210) 592-6264,7908.061609186873,lfwzj3hKknLkWk4StJEfQA,False,La Panadería,+12105926264,$$,4.5,1035,['delivery'],301 e houston st,-98.48957,29.42662,"['Coffee & Tea', 'Breakfast & Brunch', 'Bakeries']","['301', 'e', 'houston', 'st']",301,e houston st,La Panadería,l panadería,e houston
445,(210) 375-6746,5100.965070582409,wmwH96wy5kVt8jKPDO0Sxg,False,La Panaderia,+12103756746,$$,4.5,925,[],8305 broadway,-98.4664267669342,29.5134351867816,"['Desserts', 'Bakeries', 'Breakfast & Brunch']","['8305', 'broadway']",8305,broadway,La Panaderia,l panaderia,broadway
446,(210) 785-9007,4364.859637625657,XHhvawwnTVszMrRi0q1sAg,False,Pancake Joe's,+12107859007,$,4.5,1064,['delivery'],1011 donaldson ave,-98.5436325,29.4646091,"['Breakfast & Brunch', 'Pop-Up Restaurants']","['1011', 'donaldson', 'ave']",1011,donaldson ave,Pancake Joe's,pancake joes,donaldsone
447,(210) 496-0828,8494.1163754653,ZlFxG9cdW4DkkygtwkkRPg,False,The Magnolia Pancake Haus,+12104960828,$$,4.0,1679,['delivery'],10333 huebner rd,-98.58484,29.54005,"['Breakfast & Brunch', 'American (New)']","['10333', 'huebner', 'rd']",10333,huebner rd,The Magnolia Pancake Haus, magnoli pancake haus,huebner
448,(210) 937-1063,3343.546017658525,Q9kPCFtbz2nl-nD5RnspHQ,False,"Snooze, An A.M. Eatery",+12109371063,$$,4.0,954,['delivery'],255 e basse rd,-98.4798648623291,29.493841050607,"['Breakfast & Brunch', 'Coffee & Tea', 'Sandwiches']","['255', 'e', 'basse', 'rd']",255,e basse rd,"Snooze, An A.M. Eatery","snooze,  a.m. eatery",e basse
449,(210) 862-5582,6679.671034829075,DGwJwqClgXj2iOT78ipiBA,False,Bakery Lorraine,+12108625582,$$,4.0,979,['delivery'],306 pearl pkwy,-98.4800897468719,29.4423221525986,"['Bakeries', 'Breakfast & Brunch', 'Sandwiches']","['306', 'pearl', 'pkwy']",306,pearl pkwy,Bakery Lorraine,bakery lorraine,pearl pkwy
450,(210) 314-7760,3323.168289795035,imR_DEGlWMVoFMhTa9pjxQ,False,Sabor Cocinabar,+12103147760,$$,4.5,374,['delivery'],4331 mccullough ave,-98.492007,29.4717878,"['Mexican', 'Breakfast & Brunch', 'American (Traditional)']","['4331', 'mccullough', 'ave']",4331,mccullough ave,Sabor Cocinabar,sabor cocinabar,mcculloughe
451,(210) 236-8095,14449.813884542675,lHQUmNEMXFiHUfBWPZ7Odw,False,Whiskey Cake,+12102368095,$$,4.0,1380,[],15900 la cantera pkwy,-98.611468,29.593213,"['American (New)', 'Breakfast & Brunch']","['15900', 'la', 'cantera', 'pkwy']",15900,la cantera pkwy,Whiskey Cake,whiskey cake,la cantera pkwy
452,(210) 224-2911,7441.387940555176,j2Ym1bd-tRyM-G5qXZ1yCw,False,Pete's Tako House,+12102242911,$,4.0,866,['delivery'],502 brooklyn ave,-98.4843139648438,29.4328575134277,"['Breakfast & Brunch', 'Tacos', 'Tex-Mex']","['502', 'brooklyn', 'ave']",502,brooklyn ave,Pete's Tako House,petes tako house,brooklyne
453,(210) 438-4963,8563.00296727575,dZAxPEJ3imfJpRT1v9SIgg,False,Thyme For Lunch,+12104384963,$$,4.5,372,['delivery'],9390 huebner rd,-98.592921,29.529956,"['Sandwiches', 'Breakfast & Brunch', 'Caterers']","['9390', 'huebner', 'rd']",9390,huebner rd,Thyme For Lunch,thyme for lunch,huebner
454,(210) 267-2652,6708.979656191176,h9m2XBMsoj1RyG9rMCcHsg,False,5 Points Local,+12102672652,$$,4.5,421,['delivery'],1017 n flores st,-98.5005084425211,29.4353283879293,"['Yoga', 'Gluten-Free', 'Breakfast & Brunch']","['1017', 'n', 'flores', 'st']",1017,n flores st,5 Points Local,5 points local,n flores
455,(210) 320-5865,6560.03732226249,sVCxlAwkCh7jSJGojgkUbw,False,Green Vegetarian Cuisine at Pearl Brewery,+12103205865,$$,4.0,775,['delivery'],200 e grayson st,-98.4801666527786,29.4435266561868,"['Vegetarian', 'Vegan', 'Breakfast & Brunch']","['200', 'e', 'grayson', 'st']",200,e grayson st,Green Vegetarian Cuisine at Pearl Brewery,green vegetari cuisine at pearl brewery,e grayson
456,(210) 227-1061,9407.00862012276,Qbvel21r2GVgDt9nAL1wyQ,False,Guenther House,+12102271061,$$,4.0,1007,['delivery'],205 e guenther,-98.4958087729861,29.4114029997538,"['Breakfast & Brunch', 'Specialty Food', 'Party & Event Planning']","['205', 'e', 'guenther']",205,e guenther,Guenther House,guenther house,e guenther
457,(210) 615-3644,5379.550915287544,mJYmK1Xgq3kg_Hc8ZUcahw,False,Taqueria Datapoint,+12106153644,$,4.5,672,['delivery'],4063 medical dr,-98.562754,29.518312,"['Mexican', 'Breakfast & Brunch']","['4063', 'medical', 'dr']",4063,medical dr,Taqueria Datapoint,taqueri datapoint,medical
458,(210) 483-7600,8340.907859570825,PLIGLhyC9PwmSt9m8a6Yvg,False,Max & Louie's New York Diner,+12104837600,$$,4.0,906,['delivery'],226 w bitters rd,-98.486054,29.565278,"['Diners', 'Breakfast & Brunch', 'American (Traditional)']","['226', 'w', 'bitters', 'rd']",226,w bitters rd,Max & Louie's New York Diner,max  louies new york diner,w bitters
459,(210) 519-5403,7832.373453327221,hg-b2l8wn3RGEro-Uw1ZPg,False,Barrio Barista,+12105195403,$,4.5,372,"['delivery', 'pickup']",3735 culebra rd,-98.57783,29.45054,"['Coffee & Tea', 'Juice Bars & Smoothies', 'Breakfast & Brunch']","['3735', 'culebra', 'rd']",3735,culebra rd,Barrio Barista,barrio barista,culebra
460,(210) 476-5500,8467.281681886408,cIpcJRG6XlEW7WudvkmQ_A,False,Duck Donuts - San Antonio,+12104765500,$,4.5,411,"['delivery', 'pickup']",11703 huebner rd,-98.572608,29.551302,"['Donuts', 'Coffee & Tea', 'Breakfast & Brunch']","['11703', 'huebner', 'rd']",11703,huebner rd,Duck Donuts - San Antonio,duck donuts  s antonio,huebner
461,(210) 560-2955,5882.085408233644,znBy9535TU-QREhYuVltJQ,False,Commonwealth Coffehouse and Bakery,+12105602955,$$,4.5,418,"['delivery', 'pickup']",118 davis ct,-98.462844,29.466444,"['Coffee & Tea', 'Bakeries', 'Breakfast & Brunch']","['118', 'davis', 'ct']",118,davis ct,Commonwealth Coffehouse and Bakery,commonwealth coffehouse and bakery,davis
462,(210) 828-9669,5501.003111445088,eglk84L_IwvD4KwPk0Rq3w,False,Cappy's Restaurant,+12108289669,$$,4.5,438,['delivery'],5011 broadway st,-98.4633888,29.4726367,"['American (New)', 'Breakfast & Brunch', 'Bars']","['5011', 'broadway', 'st']",5011,broadway st,Cappy's Restaurant,cappys restaurant,broadway
463,(210) 824-1603,4265.384486148027,V_MUVqePSXey_zhdBObztA,False,Torchy's Tacos,+12108241603,$,4.0,863,['delivery'],999 e basse rd,-98.4704966205325,29.4977450886393,"['Breakfast & Brunch', 'Tacos']","['999', 'e', 'basse', 'rd']",999,e basse rd,Torchy's Tacos,torchys tacos,e basse
464,(210) 223-6692,8261.627065952023,rLo5yexD4c4tcr3Xv9VgfQ,False,Schilo's Delicatessen,+12102236692,$,4.0,1107,['delivery'],424 e commerce st,-98.4882952510171,29.4237029599327,"['Delis', 'German', 'Breakfast & Brunch']","['424', 'e', 'commerce', 'st']",424,e commerce st,Schilo's Delicatessen,schilos delicatessen,e commerce
465,(210) 223-4700,8456.640658442024,5bG34dL0MF2UIXU5oU4yRQ,False,La Villita Cafe,+12102234700,$,4.0,941,[],418 villita st,-98.489261,29.421605,"['Cafes', 'Breakfast & Brunch', 'Desserts']","['418', 'villita', 'st']",418,villita st,La Villita Cafe,l villit cafe,villita
466,(210) 227-6700,8596.986691213726,D9yTyosZUk6OIUZQkitrwA,False,Panchos and Gringos,+12102276700,$,4.5,462,['delivery'],900 nolan st,-98.470105,29.4274321,"['Delis', 'Breakfast & Brunch', 'Diners']","['900', 'nolan', 'st']",900,nolan st,Panchos and Gringos,panchos and gringos,nolan
467,(210) 320-1572,5420.683618035441,QFZLiWaqVjeVpEADks-giw,False,NOLA Brunch & Beignets,+12103201572,$$,4.0,516,['delivery'],111 kings ct,-98.48505,29.45294,"['Breakfast & Brunch', 'Cajun/Creole']","['111', 'kings', 'ct']",111,kings ct,NOLA Brunch & Beignets,nol brunch  beignets,kings
468,(210) 227-1187,9368.944081287129,CpZsZpaVeURirfk8h6Oorw,False,Liberty Bar,+12102271187,$$,4.0,686,['delivery'],1111 s alamo st,-98.492389,29.412391,"['American (Traditional)', 'Breakfast & Brunch', 'Salad']","['1111', 's', 'alamo', 'st']",1111,s alamo st,Liberty Bar,liberty bar,s alamo
469,(210) 518-1063,8056.5565219330065,DCpLIlaGzsC8mG2077eANw,False,Las Canarias,+12105181063,$$,4.0,478,['delivery'],112 college st,-98.4899110856117,29.4251935550079,"['American (New)', 'Breakfast & Brunch', 'Buffets']","['112', 'college', 'st']",112,college st,Las Canarias, canarias,college
470,(210) 277-8574,7285.493824491583,FBVjK3Wwa8DXL3ZkwbisXg,False,Rosella Coffee,+12102778574,$$,4.0,422,['delivery'],203 e jones ave,-98.4804011200274,29.4359881103497,"['Coffee & Tea', 'Breakfast & Brunch', 'Wine Bars']","['203', 'e', 'jones', 'ave']",203,e jones ave,Rosella Coffee,rosell coffee,e jonese
471,(210) 691-2245,6302.730425912569,mNuVbJStfapk38Vxc4YXWg,False,Chicago Bagel & Deli,+12106912245,$,4.5,224,['delivery'],10918 wurzbach rd,-98.55161,29.54048,"['Bagels', 'Delis', 'Breakfast & Brunch']","['10918', 'wurzbach', 'rd']",10918,wurzbach rd,Chicago Bagel & Deli,chicago bag  deli,wurzbach
472,(210) 212-4832,9223.524081983749,uVK_BzVLyMmNc6QZzr6PsQ,False,Madhatters Tea House & Cafe,+12102124832,$,4.0,764,['delivery'],320 beauregard st,-98.4912083782749,29.4139856876357,"['Coffee & Tea', 'Breakfast & Brunch', 'Tea Rooms']","['320', 'beauregard', 'st']",320,beauregard st,Madhatters Tea House & Cafe,madhatters te house  cafe,beauregard
473,(210) 448-8351,6583.825696088776,JS3gCbLH6Gkz_6lJR6AMQA,False,Supper,+12104488351,$$,4.0,445,['delivery'],132 e grayson st,-98.4810031048935,29.4428615387664,"['American (New)', 'Breakfast & Brunch']","['132', 'e', 'grayson', 'st']",132,e grayson st,Supper,supper,e grayson
474,(210) 535-7340,5365.362538005372,4WX830bZBhmv-qPlUO7QEQ,False,Chela's Tacos,+12105357340,$,4.5,219,"['delivery', 'pickup']",5231 broadway st,-98.46325,29.47581,"['Mexican', 'Tex-Mex', 'Breakfast & Brunch']","['5231', 'broadway', 'st']",5231,broadway st,Chela's Tacos,chelas tacos,broadway
475,(210) 444-9547,3477.473761457342,npasNPLckc0XHKnScB4wmQ,False,MAX's Wine Dive - San Antonio,+12104449547,$$,3.5,681,"['delivery', 'pickup']",340 e basse rd,-98.47849,29.49649,"['Wine Bars', 'American (New)', 'Breakfast & Brunch']","['340', 'e', 'basse', 'rd']",340,e basse rd,MAX's Wine Dive - San Antonio,maxs wine dive  s antonio,e basse
476,(210) 735-4525,4750.020229259419,4PQ_B6QiGuKa9rJrpeV6kQ,False,Garcia's Mexican Food,+12107354525,$,4.5,212,['delivery'],842 fredericksburg rd,-98.513298,29.451715,"['Breakfast & Brunch', 'Tacos', 'Tex-Mex']","['842', 'fredericksburg', 'rd']",842,fredericksburg rd,Garcia's Mexican Food,garcias mexic food,fredericksburg
477,(210) 231-0095,5980.630470743591,_iwavZ-w_ae0U4bqaYy8oA,False,Café Martinez,+12102310095,$,4.0,378,"['delivery', 'pickup']",7302 louis pasteur dr,-98.575567,29.502117,"['Coffee & Tea', 'Breakfast & Brunch', 'Cafes']","['7302', 'louis', 'pasteur', 'dr']",7302,louis pasteur dr,Café Martinez,café martinez,louis pasteur
478,(210) 647-6677,6361.704922711756,rQtCJh6LTb3zxQi8hpQVhA,False,The South Chicken & Waffles,+12106476677,$$,4.0,534,['delivery'],5739 callaghan rd,-98.579257,29.485134,"['Breakfast & Brunch', 'Waffles', 'Cajun/Creole']","['5739', 'callaghan', 'rd']",5739,callaghan rd,The South Chicken & Waffles, south chicken  waffles,callaghan
479,(210) 649-8574,3902.6751451831387,yt0AXM_P_Ez7mh5WI4fS9A,False,The Hut Diner,+12106498574,$,4.5,145,"['delivery', 'pickup']",1610 fredericksburg rd,-98.521147,29.459835,"['Sandwiches', 'Burgers', 'Breakfast & Brunch']","['1610', 'fredericksburg', 'rd']",1610,fredericksburg rd,The Hut Diner, hut diner,fredericksburg
480,(210) 354-4644,6556.269436574538,i8iLLTjW-_RzvXxlRVpsGg,False,Boiler House Texas Grill & Wine Garden,+12103544644,$$,3.5,720,"['delivery', 'pickup']",312 pearl pkwy,-98.480389,29.443453,"['American (New)', 'Breakfast & Brunch', 'Wine Bars']","['312', 'pearl', 'pkwy']",312,pearl pkwy,Boiler House Texas Grill & Wine Garden,boiler house texas grill  wine garden,pearl pkwy
481,(512) 575-0348,8114.866755335973,2jCyUSJnzgymdAS0CRDerQ,False,Comfort Cafe - San Antonio,+15125750348,,5.0,86,[],5616 bandera rd,-98.5967997433,29.4809528906,"['Breakfast & Brunch', 'Comfort Food', 'Cafes']","['5616', 'bandera', 'rd']",5616,bandera rd,Comfort Cafe - San Antonio,comfort cafe  s antonio,bandera
482,(210) 212-8226,9216.371056965092,_VTIvw1WB_fSfHkHH1DdQQ,False,Tito's Mexican Restaurant,+12102128226,$,4.0,541,['delivery'],955 s alamo st,-98.490898,29.4141204,"['Mexican', 'Breakfast & Brunch']","['955', 's', 'alamo', 'st']",955,s alamo st,Tito's Mexican Restaurant,titos mexic restaurant,s alamo
483,(210) 737-8646,5444.383954949216,kicqSn6gdgsktxNIIksuOg,False,El Milagrito Café,+12107378646,$,4.0,304,"['delivery', 'pickup']",521 e woodlawn ave,-98.48508,29.45267,"['Mexican', 'Tex-Mex', 'Breakfast & Brunch']","['521', 'e', 'woodlawn', 'ave']",521,e woodlawn ave,El Milagrito Café, milagrito café,eoodlawne
484,(210) 877-0600,8624.138006220066,4uzrG-0rH98-r31elBt03w,False,Ajuúa!,+12108770600,$$,4.0,341,['delivery'],11703 huebner rd,-98.5736242725811,29.5524036169485,"['Mexican', 'Breakfast & Brunch', 'Tex-Mex']","['11703', 'huebner', 'rd']",11703,huebner rd,Ajuúa!,ajuúa!,huebner
485,(210) 738-0099,5435.230992375528,mNS0Y-w1y1dZfgEZDL4-6w,False,Candlelight Coffeehouse,+12107380099,$$,4.0,434,"['delivery', 'pickup']",3011 n st mary's,-98.484652,29.452985,"['Coffee & Tea', 'Wine Bars', 'Breakfast & Brunch']","['3011', 'n', 'st', ""mary's""]",3011,n st mary's,Candlelight Coffeehouse,candlelight coffeehouse,n mary's
486,(210) 277-7045,9579.76792590845,s5GWhg6g7aKSFxGsHnFc9A,False,Halcyon,+12102777045,$$,3.5,632,"['delivery', 'pickup']",1414 s alamo st,-98.4953529380792,29.4098975581596,"['Coffee & Tea', 'Breakfast & Brunch', 'Lounges']","['1414', 's', 'alamo', 'st']",1414,s alamo st,Halcyon,halcyon,s alamo
487,(210) 233-9203,14170.019406913094,jOy0mcJVkC6Rrk2RA9xr6Q,False,Indy Coffee,+12102339203,$,4.5,199,['delivery'],7114 utsa blvd,-98.6259728766443,29.5770026814199,"['Coffee & Tea', 'Breakfast & Brunch']","['7114', 'utsa', 'blvd']",7114,utsa blvd,Indy Coffee,indy coffee,utsa
488,(210) 303-0330,5887.093906279806,ktFLgpvt5B2ctblaTVgDRg,False,Bakery Lorraine,+12103030330,$$,4.0,225,['delivery'],7338 louis pasteur dr,-98.5743898,29.5032275,"['Bakeries', 'Breakfast & Brunch', 'Sandwiches']","['7338', 'louis', 'pasteur', 'dr']",7338,louis pasteur dr,Bakery Lorraine,bakery lorraine,louis pasteur
489,(210) 558-3900,8541.38890136381,R07-_0t6sn6oWFo4CgQdeg,False,Kolache Stop,+12105583900,$,4.5,151,['delivery'],11703 huebner rd,-98.57433,29.55167,"['Bakeries', 'Cafes', 'Breakfast & Brunch']","['11703', 'huebner', 'rd']",11703,huebner rd,Kolache Stop,kolache stop,huebner
490,(210) 667-2145,3440.454328177353,jlN1FR1FAroEJV7CqywXAw,False,Ida Claire,+12106672145,$$,4.5,167,[],7300 jones maltsberger rd,-98.47905,29.49758,"['Breakfast & Brunch', 'Southern']","['7300', 'jones', 'maltsberger', 'rd']",7300,jones maltsberger rd,Ida Claire,id claire,jones maltsberger
491,(210) 396-5817,8098.00689412776,G1TA_O4ImM47WJhVCrGBWg,False,Ostra,+12103965817,$$$,3.5,389,['delivery'],212 w crockett st,-98.49056,29.42465,"['American (New)', 'Seafood', 'Breakfast & Brunch']","['212', 'w', 'crockett', 'st']",212,w crockett st,Ostra,ostra,w crockett
492,(210) 479-8765,8609.047874031598,alvw1qBaxBTV3u6ieDDwPA,False,El Mirasol,+12104798765,$$,4.0,270,['delivery'],13489 blanco rd,-98.5171935732713,29.5718233758893,"['Mexican', 'Breakfast & Brunch']","['13489', 'blanco', 'rd']",13489,blanco rd,El Mirasol, mirasol,blanco
493,(210) 630-2220,5021.570102617962,Zj9nj85o89TAYk4qNJATAw,False,Scratch Kitchen,+12106302220,$$,4.5,146,"['pickup', 'delivery']",607 w russell pl,-98.49957,29.45118,"['Bakeries', 'Breakfast & Brunch', 'Sandwiches']","['607', 'w', 'russell', 'pl']",607,w russell pl,Scratch Kitchen,scratch kitchen,w russell pl
494,(210) 451-1234,10204.152841151908,ooj_bLqxoVCXzH-PwQd2CQ,False,Tony G's Soul Food,+12104511234,$$,4.0,235,"['pickup', 'delivery']",915 s hackberry,-98.473539,29.40985,"['Soul Food', 'Music Venues', 'Breakfast & Brunch']","['915', 's', 'hackberry']",915,s hackberry,Tony G's Soul Food,tony gs soul food,s hackberry
495,(210) 686-4844,8810.183597269432,ZWhWDLunRzVHrVZ2os3anw,False,CommonWealth Coffeehouse & Bakery,+12106864844,$$,4.0,172,"['pickup', 'delivery']",611 hemisfair blvd,-98.4871913814883,29.4188324203136,"['Coffee & Tea', 'Breakfast & Brunch', 'Desserts']","['611', 'hemisfair', 'blvd']",611,hemisfair blvd,CommonWealth Coffeehouse & Bakery,commonwealth coffeehouse  bakery,hemisfair
496,(210) 691-3447,6911.0573813013925,XqLcng650eC27U897RXiBg,False,First Watch,+12106913447,$$,4.0,275,[],9985 i-10,-98.56673,29.53669,"['Breakfast & Brunch', 'Cafes', 'American (Traditional)']","['9985', 'i-10']",9985,i-10,First Watch,first watch,i-10
497,(210) 732-6480,3637.154463881335,08FB6COnhd7-0ljqOagnzg,False,Blanco Cafe,+12107326480,$,4.0,175,['delivery'],1720 blanco rd,-98.50764,29.46213,"['Mexican', 'Tex-Mex', 'Breakfast & Brunch']","['1720', 'blanco', 'rd']",1720,blanco rd,Blanco Cafe,blanco cafe,blanco
498,(210) 558-5300,11365.509687853708,rlF5xzZW29fKv9CtFMjKag,False,Checo's Mexican & American Grill,+12105585300,$,4.0,188,"['pickup', 'delivery']",5999 de zavala rd,-98.6009893,29.5635149,"['Mexican', 'American (Traditional)', 'Breakfast & Brunch']","['5999', 'de', 'zavala', 'rd']",5999,de zavala rd,Checo's Mexican & American Grill,checos mexic  americ grill,de zavala
499,(210) 647-7720,11137.12687827118,rwIcwyBXR14Zt6qQYroMWw,False,Pancake Joes,+12106477720,$,4.0,318,['delivery'],6703 ingram rd,-98.6243926361203,29.465043355164,"['American (Traditional)', 'Breakfast & Brunch']","['6703', 'ingram', 'rd']",6703,ingram rd,Pancake Joes,pancake joes,ingram
500,(210) 236-8288,8694.64396738846,b4sc0v7O5nUxa7hfORupPA,False,Pepe's Tacos N' Salsa,+12102368288,$,4.0,182,['delivery'],12820 jones maltsberger,-98.4620580726335,29.5579954182187,"['Mexican', 'Breakfast & Brunch']","['12820', 'jones', 'maltsberger']",12820,jones maltsberger,Pepe's Tacos N' Salsa,pepes tacos n salsa,jones maltsberger
501,(210) 366-9000,2769.368956363005,NPrt8Ns2TTNBVwrUAnKLSg,False,First Watch,+12103669000,$$,4.0,184,[],830 nw loop 410,-98.506318,29.5183289,"['Breakfast & Brunch', 'Cafes', 'American (Traditional)']","['830', 'nw', 'loop', '410']",830,nw loop 410,First Watch,first watch,nw loop 410
502,(210) 390-1592,6830.277878268221,U8ABoSZUIXScRBwM-Thgog,False,Meemo's Bakery & Cafe,+12103901592,$$,4.0,120,"['pickup', 'delivery']",2611 wagon wheel st,-98.4490119,29.517553,"['Bakeries', 'Breakfast & Brunch', 'Sandwiches']","['2611', 'wagon', 'wheel', 'st']",2611,wagon wheel st,Meemo's Bakery & Cafe,meemos bakery  cafe,wagonheel
503,(210) 561-8863,9015.450534362706,ui-vgn3xWPAv1T22qRb8Uw,False,Snowflake Donuts,+12105618863,$,4.5,106,[],5802 babcock rd,-98.6010801,29.524165,"['Breakfast & Brunch', 'Donuts']","['5802', 'babcock', 'rd']",5802,babcock rd,Snowflake Donuts,snowflake donuts,babcock
504,(210) 962-5530,8419.393774555869,H7jnsushdITGPtcYZHlbuw,False,"Snooze, An A.M. Eatery",+12109625530,$$,4.0,157,[],11255 huebner rd,-98.577835,29.54627,"['Breakfast & Brunch', 'Coffee & Tea', 'Sandwiches']","['11255', 'huebner', 'rd']",11255,huebner rd,"Snooze, An A.M. Eatery","snooze,  a.m. eatery",huebner
505,(210) 558-6008,6303.055446465484,U9UkzNuNsFguCu3qT_TEIg,False,Mimi's Barbacoa and Tamales Y Mas,+12105586008,$,4.0,117,[],10918 wurzbach rd,-98.551544,29.541007,"['Mexican', 'Breakfast & Brunch']","['10918', 'wurzbach', 'rd']",10918,wurzbach rd,Mimi's Barbacoa and Tamales Y Mas,mimis barbaco and tamales y mas,wurzbach
506,,8564.108192805068,zMchziNfV4dL2PsENaVONA,False,Tucker's Kozy Korner,,$$,3.5,232,['delivery'],1338 e houston st,-98.476485,29.424855,"['Breakfast & Brunch', 'Soul Food']","['1338', 'e', 'houston', 'st']",1338,e houston st,Tucker's Kozy Korner,tuckers kozy korner,e houston
507,(210) 781-4204,8987.377350171198,sfiuNb6kayJU_nHnrzPBcA,False,Don Martin's Coffee,+12107814204,$,5.0,41,"['pickup', 'delivery']",540 s presa st,-98.48887,29.41669,"['Coffee & Tea', 'Breakfast & Brunch', 'Wine Bars']","['540', 's', 'presa', 'st']",540,s presa st,Don Martin's Coffee,d martins coffee,s presa
508,(210) 265-5585,8493.963972934635,m5dL4yZvymKxSRE4xkHPLA,False,Alamo Biscuit Company & Panaderia,+12102655585,$$,3.5,359,"['pickup', 'restaurant_reservation', 'delivery']",9630 huebner rd,-98.590711,29.532194,"['Desserts', 'Breakfast & Brunch']","['9630', 'huebner', 'rd']",9630,huebner rd,Alamo Biscuit Company & Panaderia,alamo biscuit company  panaderia,huebner
509,(210) 444-6070,8215.090888521618,QP3NB_X9bfk5uMFfJHnJNA,False,Zocca Cuisine D'Italia,+12104446070,$$,3.5,306,['delivery'],420 w market st,-98.49074,29.42338,"['Italian', 'Breakfast & Brunch', 'Pizza']","['420', 'w', 'market', 'st']",420,w market st,Zocca Cuisine D'Italia,zocc cuisine ditalia,w market
510,(210) 826-4405,5248.38637292544,AYJ_3-AT8DrvksOghZfaQg,False,Lee's EI Taco Garage,+12108264405,$$,3.0,468,['delivery'],8403 broadway st,-98.4657745361328,29.5152702331543,"['Mexican', 'Breakfast & Brunch', 'Tex-Mex']","['8403', 'broadway', 'st']",8403,broadway st,Lee's EI Taco Garage,lees ei taco garage,broadway
511,(210) 828-3508,4579.81695716371,E5tdvAio8CPvFsFAzsj0Bw,False,Stone Werks Big Rock Grille - Lincoln Heights,+12108283508,$$,3.5,297,['delivery'],999 e basse rd,-98.4672100317383,29.4974449232158,"['American (New)', 'Breakfast & Brunch', 'Cocktail Bars']","['999', 'e', 'basse', 'rd']",999,e basse rd,Stone Werks Big Rock Grille - Lincoln Heights,stone werks big rock grille  lincoln heights,e basse
512,(210) 549-5950,3138.557809320233,YDPEsiGLAmCoXMTNVgLV3Q,False,Rolando's Super Tacos No 1,+12105495950,$,3.5,145,"['pickup', 'delivery']",919 w hildebrand ave,-98.5086322,29.4666634,"['Tex-Mex', 'Breakfast & Brunch']","['919', 'w', 'hildebrand', 'ave']",919,w hildebrand ave,Rolando's Super Tacos No 1,rolandos super tacos no 1,w hildebrande
513,(210) 971-7782,11972.195221127828,K68rgJVSTAHIRB3N5TX0cA,False,The Broken Egg Cafe,+12109717782,$,4.0,133,['delivery'],2405 s hackberry,-98.4738,29.39275,"['Breakfast & Brunch', 'Cafes']","['2405', 's', 'hackberry']",2405,s hackberry,The Broken Egg Cafe, broken egg cafe,s hackberry
514,(210) 595-1410,7842.976133502223,r2z0y3lJF69UGFt50M_M1A,False,Rosella at the Rand,+12105951410,$$,4.0,124,['delivery'],114 e houston st,-98.4933437,29.4263051,"['Bars', 'Coffee & Tea', 'Breakfast & Brunch']","['114', 'e', 'houston', 'st']",114,e houston st,Rosella at the Rand,rosell at  rand,e houston
515,(210) 558-9777,6261.390466885145,m1rrWBfdKo0HekHZXPwGdQ,False,Tommy's Restaurant,+12105589777,$,4.0,140,['delivery'],8823 wurzbach rd,-98.56874,29.52526,"['Mexican', 'Coffee & Tea', 'Breakfast & Brunch']","['8823', 'wurzbach', 'rd']",8823,wurzbach rd,Tommy's Restaurant,tommys restaurant,wurzbach
516,(210) 433-1367,11327.585561893613,MjoNmMR9f-fiNUrNMEHsYw,False,Tellez Tamales & Barbacoa,+12104331367,$,4.0,78,['delivery'],1737 s general mcmullen dr,-98.5578587651253,29.3998555273728,"['Mexican', 'Breakfast & Brunch']","['1737', 's', 'general', 'mcmullen', 'dr']",1737,s general mcmullen dr,Tellez Tamales & Barbacoa,tellez tamales  barbacoa,s general mcmullen
517,(210) 308-0253,5545.4414886925015,w6rXppB5i0PTheP4WQ7-og,False,Ruthie's Mexican Restaurant,+12103080253,$,3.5,157,['delivery'],11423 w ave,-98.511531,29.544247,"['Mexican', 'Breakfast & Brunch']","['11423', 'w', 'ave']",11423,w ave,Ruthie's Mexican Restaurant,ruthies mexic restaurant,we
