,display_phone,distance,id,is_closed,name,phone,price,rating,review_count,transactions,address,longitude,latitude,categories
689,(210) 821-5553,3173.5151431310765,9D7q5BFQTOBwj4Q-lwYF5g,False,Freddy's Frozen Custard & Steakburgers,+12108215553,$,4.0,74,['delivery'],255 e basse rd,-98.4816612252495,29.4959613875303,"['Burgers', 'Ice Cream & Frozen Yogurt']"
690,(210) 641-1313,8303.322368536004,xOydg-E8L86W3vSF2MvdZA,False,Papouli's Greek Grill,+12106411313,$$,4.0,163,['delivery'],11224 huebner rd,-98.5761358103813,29.5463090963891,"['Greek', 'Burgers', 'Sandwiches']"
691,(210) 444-9424,6869.328578193729,TDHuagWKUiZyui4y2_lvNA,False,Earl Abel's,+12104449424,$$,3.5,328,"['delivery', 'pickup']",1639 broadway st,-98.4776541064646,29.4415921449536,"['Diners', 'American (Traditional)', 'Burgers']"
692,(210) 822-6200,3441.260299752597,fLm7qT0EBrGghTYPV-8frg,False,Five Guys,+12108226200,$,4.0,98,['pickup'],260 e basse rd,-98.4788491,29.4942402,"['Burgers', 'Fast Food']"
693,(210) 699-1222,6452.361047461526,HXYHW5YUt6CZEuv3YqRtew,False,Chester's Hamburgers,+12106991222,$,3.5,165,['delivery'],9980 i h -10 w,-98.5647937,29.5324422,"['Burgers', 'Beer, Wine & Spirits', 'Salad']"
694,(210) 277-0090,6585.490449081063,FTHuZGweyuWnvjpdSKpeqA,False,Fletcher's Hamburgers,+12102770090,$$,4.0,93,['delivery'],312 pearl pkwy,-98.480575,29.442789,['Burgers']
695,(210) 805-8600,5889.58317075335,kB8Jhx-UJI7-F6k7nujFeg,False,Chester's Hamburgers,+12108058600,$,3.5,147,['delivery'],1006 ne loop 410,-98.4587174,29.5158409,"['Burgers', 'Beer, Wine & Spirits', 'Salad']"
696,(210) 218-7287,15160.257447517988,9jVR6880aBYCl86BYKLl4Q,False,Gordos Mini Tacos & Snacks,+12102187287,$,4.5,38,"['delivery', 'pickup']",5570 n foster rd,-98.358994,29.477481,"['Food Trucks', 'Tacos', 'Burgers']"
697,(210) 614-8855,5501.890154328049,oCuNmggsSFsnJz5lmUIunA,False,Oak Hills Tavern,+12106148855,$,4.0,62,['delivery'],7920 fredericksburg rd,-98.56755,29.51194,"['Dive Bars', 'Burgers', 'Pizza']"
698,(210) 828-2820,6509.364173626128,bkWHrZvgwk0iqtsUQjbbJA,False,Bun 'N' Barrel,+12108282820,$,3.5,185,['delivery'],1150 austin hwy,-98.447632,29.487444,"['Barbeque', 'Burgers']"
699,(210) 396-7539,6280.774688699918,9zOE6fdJCava7g-NJnrxOQ,False,Wicho's Mexican Deli & Ice Creams,+12103967539,$,4.0,45,['delivery'],1110 n zarzamora,-98.5255059,29.438787,"['Burgers', 'Ice Cream & Frozen Yogurt', 'Mexican']"
700,(210) 494-3333,11713.40214254197,33anWyfeva2_Oinq1qACAg,False,Chester's Hamburgers,+12104943333,$$,3.5,131,['delivery'],16609 san pedro ave,-98.4735946411392,29.5936163720844,"['Burgers', 'Beer, Wine & Spirits', 'Salad']"
701,(210) 342-5454,4225.892187555005,nMxfFIK0rIeCcrzLJaBy8A,False,54th Street Restaurant & Drafthouse,+12103425454,$$,4.0,98,['delivery'],954 rector st,-98.478771,29.516469,"['Bars', 'American (Traditional)', 'Burgers']"
702,(210) 558-3660,11204.038567870013,xI8pLSk2xyyM9AVUwHTVPA,False,Teddy B's,+12105583660,$,4.5,43,"['delivery', 'pickup']",6392 babcock rd,-98.615072,29.544227,"['Burgers', 'Hot Dogs', 'Mexican']"
703,(210) 223-7727,6036.131237565706,cze9uW0Y_liVM5PQINMftA,False,Luther's Cafe,+12102237727,$$,3.0,328,['delivery'],1503 n main ave,-98.494433,29.443014,"['Bars', 'Burgers', 'Breakfast & Brunch']"
704,(210) 354-3888,8292.782204138979,YmcDatcw7QU6363o9RocnA,False,Lord's Kitchen,+12103543888,$$,3.5,118,['delivery'],118 seguin st,-98.4605683,29.4364697,['Burgers']
705,(210) 267-1330,9821.934728958351,afjnFnXmHJOylX_u5w7Iyg,False,Filé's Burgers,+12102671330,$,4.5,28,['delivery'],543 ceralvo,-98.52716,29.40694,"['Burgers', 'Fast Food']"
706,(210) 263-9880,9393.357255801087,s9DsVEykSDIKdGAIyV6F6w,False,Southtown 101,+12102639880,$,4.0,82,[],101 pereida st,-98.4882420301437,29.4130913609223,"['Wine Bars', 'Burgers']"
707,(210) 932-8040,5557.329979396636,u5g93ZZXBaNyhdAkekUPwg,False,Frontier Burger,+12109328040,$,3.0,167,['delivery'],838 ne lp 410,-98.4638916,29.5162364,"['Burgers', 'Salad', 'American (Traditional)']"
708,(210) 224-7625,8076.172200947882,r2fYmxLsjGPIehjX4bqY9Q,False,Hard Rock Cafe,+12102247625,$$,3.0,362,"['pickup', 'delivery']",111 w crockett st,-98.48909,29.42524,"['American (New)', 'Burgers', 'Music Venues']"
709,(210) 732-6666,3664.908505749461,aRLBh6oZcqfJ_cvusQU2wA,False,Babe's Old Fashioned Food,+12107326666,$,3.5,153,"['pickup', 'delivery']",4535 fredericksburg rd,-98.55198,29.490365,"['Burgers', 'Pizza', 'American (Traditional)']"
710,(210) 437-4873,7533.905832605001,iMw00DrAToO10n7hm6fXHQ,False,The Lost Bar & Grill,+12104374873,$$,4.0,57,['delivery'],12730 nw military hwy,-98.535441,29.559673,"['Burgers', 'Sandwiches']"
711,(210) 637-9815,11687.939014676282,3-o3z1QFLYAqLXdJYZHAUQ,False,Tacos Chagos,+12106379815,$,4.5,30,"['pickup', 'delivery']",11827 perrin beitel,-98.4099755063653,29.547267923717,"['Hot Dogs', 'Burgers', 'Tacos']"
712,(210) 694-0825,6290.8331084919055,f9B_Lpl9cw_xuwouFe8KLA,False,Fuddruckers,+12106940825,$$,4.0,69,"['pickup', 'delivery']",9845 ih-10 w,-98.562051,29.532928,"['Burgers', 'American (Traditional)']"
713,(210) 657-2313,12770.784714363026,_h5gDUH4fvWs-9x5Bf0Wjg,False,El Jalisco,+12106572313,$,4.5,43,['delivery'],12555 nacogdoches rd,-98.4018812,29.5548174,"['Mexican', 'Seafood', 'Burgers']"
714,(210) 229-1526,10933.930900035992,EH5GkBPt7g10V13iIuoofw,False,Texas Burger Company,+12102291526,$,4.5,26,['delivery'],3038 e commerce,-98.44146,29.41936,"['American (Traditional)', 'Burgers', 'Fast Food']"
715,(210) 469-3732,6037.532004102671,BUIGvUoyMgewEilCyBjNaA,False,Shake Shack,+12104693732,$$,4.0,50,['delivery'],3003 broadway st,-98.47187,29.45478,"['American (Traditional)', 'Burgers', 'Fast Food']"
716,,9414.073962447887,ojyfSAA5UR4WuGpR8rEM0w,False,Attaboy Burgers,,$$,4.0,56,[],2410 n st mary's,-98.493575,29.411741,"['Food Trucks', 'Burgers']"
717,(210) 228-0710,8233.778543287848,yDJOsePkSanHA88SHGsiWw,False,Whataburger,+12102280710,$,3.0,172,['delivery'],412 e commerce st,-98.4889152646065,29.4237941966757,"['Burgers', 'Fast Food']"
718,(210) 222-1992,8484.805940929997,R4WAWm9yc-zSd_QRtu2knA,False,Guadalajara Grill,+12102221992,$$,3.0,222,['delivery'],301 s alamo st,-98.48815,29.42162,"['Mexican', 'Soup', 'Burgers']"
719,(210) 641-2595,10565.892483943999,9ignINxTCrN85dkqjkDYUw,False,Five Guys,+12106412595,$,3.5,77,[],5215 dezavala rd,-98.58808,29.56457,"['Burgers', 'Fast Food']"
720,(210) 451-7362,8991.258870822017,QlVkKwWuPXynMh7SQqofhg,False,Munchies its all good,+12104517362,$,4.5,22,['delivery'],5949 ingram rd,-98.6010643,29.4663413,"['Burgers', 'Barbeque', 'Sandwiches']"
721,(210) 490-6666,8434.612089716693,I04iCC6w_WcP3g0PCVY56g,False,EZ's Brick Oven and Grill,+12104906666,$,3.0,121,"['pickup', 'delivery']",734 bitters rd,-98.4835817119437,29.5653935348117,"['Burgers', 'Pizza', 'American (New)']"
722,(210) 467-5353,12367.223610468975,uWOosL1m8Ii_kmDBad5MHg,False,Longhorn Cafe,+12104675353,$,3.5,62,['delivery'],12311 nacogdoches rd,-98.4058465544321,29.5531508628165,['American (New)']
723,(210) 558-8646,8830.976886492655,ib8OCg14iiIQPzrVDDzq0Q,False,Tia's Taco Hut,+12105588646,$,3.5,96,[],5730 babcock rd,-98.5995325818658,29.5230514828012,"['Mexican', 'American (Traditional)', 'Burgers']"
724,(210) 525-8755,2630.3593718934226,5HFowmsOIXGUo9qNqO5_jA,False,Freddy's Frozen Custard & Steakburgers,+12105258755,$,3.5,50,['delivery'],6626 blanco rd,-98.506312,29.517021,"['Burgers', 'Ice Cream & Frozen Yogurt']"
725,(210) 731-0782,5758.3788245729,TcstWUMMy73uhJZlJrJ55g,False,Whataburger,+12107310782,$,4.0,31,['delivery'],4590 nw loop 410,-98.5735452622134,29.4887944117963,"['Burgers', 'Fast Food']"
726,(210) 226-6256,8235.792566053731,5E9Q1d9MzC-GWlh4QhPUfA,False,Republic of Texas Restaurant on the Riverwalk,+12102266256,$$,2.5,187,"['pickup', 'delivery']",526 river walk,-98.4881123,29.4239986,"['Cocktail Bars', 'Breakfast & Brunch', 'Burgers']"
727,(210) 979-7369,4193.8684531263925,oY4zHXa3jdutrZE24tO6Tw,False,Whataburger,+12109797369,$,3.5,44,['delivery'],8481 n us hwy 281,-98.4786326140176,29.5157289926771,"['Burgers', 'Fast Food']"
728,(210) 696-4068,10766.512028732477,rqsC9vaFbju1jIyJq4CSBg,False,Whataburger,+12106964068,$,3.5,56,['delivery'],12808 ih-10 w,-98.5922375768433,29.563639321715,"['Burgers', 'Fast Food']"
729,(210) 342-1574,1353.4578434710618,zUEB-FD2BXuZDXCJFWS99Q,False,Murf's Better Burger,+12103421574,$,4.0,27,[],2922 west ave,-98.52572,29.48718,['Burgers']
730,(210) 824-6703,5887.009921056096,9zN8balmWkZYzAOiNiJ6FA,False,Fuddruckers,+12108246703,$$,3.0,64,"['pickup', 'delivery']",8602 botts ln,-98.4601799,29.51814,"['Burgers', 'American (Traditional)']"
731,(210) 212-8225,9955.501067088771,vJiMcJ_SHv3Vwfo69t2Eqg,False,Jimmy's Family Pizza,+12102128225,$$,3.0,70,['delivery'],226 e fest st,-98.50017,29.40572,"['Pizza', 'Italian', 'Burgers']"
732,(210) 614-3970,5393.760742937392,R9qBq_bwzfJQuniUtFlr8g,False,Dairy Queen,+12106143970,$,3.5,32,"['pickup', 'delivery']",5635 fredericksburg,-98.567167,29.510065,"['Ice Cream & Frozen Yogurt', 'Burgers', 'Fast Food']"
733,(210) 697-0244,11085.632386044548,1DQCdMs8RmYkt4BnYmObhg,False,Whataburger,+12106970244,$,3.5,42,['delivery'],6391 babcock rd,-98.61397,29.5437588,"['Burgers', 'Fast Food']"
734,(210) 877-6254,6368.566661738348,qQKnIO5lWsGQc0SqVBKCFA,False,54th Street Restaurant & Drafthouse,+12108776254,$$,4.0,21,[],9907 ih 10 w,-98.563752,29.5334943,"['Bars', 'American (Traditional)', 'Burgers']"
735,(210) 979-7701,4119.340998656029,1muWry_IbUIxl3TO14c_TQ,False,Applebee's Grill + Bar,+12109797701,$$,2.5,87,['delivery'],97 loop 410 ne,-98.484795,29.521054,"['Sports Bars', 'Burgers', 'American (Traditional)']"
736,(210) 248-6304,3524.4305942581736,6d91k5nd4joZCJyqI5jrZw,False,Grouchy Mama's Food Truck,+12102486304,$,3.5,29,[],,-98.5316619873047,29.4762668609619,"['Food Trucks', 'Burgers']"
737,(210) 496-1888,11769.10447804958,pg-jlsg-L8mA4zzaZWjRbw,False,Freddy's Frozen Custard & Steakburgers,+12104961888,$,3.5,56,[],16522 n us hwy 281,-98.4723166925636,29.5937454105437,"['Burgers', 'Ice Cream & Frozen Yogurt']"
738,(210) 561-2222,8731.319353919991,EHz6CFByY7j_Uz4XFX04tA,False,Babe's Old Fashioned Food,+12105612222,$,2.5,106,"['pickup', 'delivery']",9207 huebner rd,-98.59567,29.52898,"['Burgers', 'Pizza', 'American (Traditional)']"
739,(210) 408-1749,7055.28800377535,gpAjIvAWUDQz9ORyIScfTA,False,Whataburger,+12104081749,$,3.5,42,['delivery'],11003 nw military hwy,-98.5346992313862,29.5553810710411,"['Burgers', 'Fast Food']"
740,(210) 444-0720,8267.33048559191,4PXxgPypHM7PDduebT5Rxg,False,Johnny Rockets,+12104440720,$$,3.0,81,[],849 e commerce st,-98.486243,29.424248,"['Diners', 'Burgers', 'Sandwiches']"
741,(210) 641-2408,12822.41181575453,Ai6_8kZnkiGMtQUwU2D_dg,False,Applebee's Grill + Bar,+12106412408,$$,3.0,73,"['pickup', 'delivery']",15802 ih-10 w,-98.589475,29.589475,"['Sports Bars', 'Burgers', 'American (Traditional)']"
742,(210) 257-8732,8561.571219370144,U_D6Ps9oQMGxMgwmRWfc6g,False,Hometown Burger,+12102578732,$,3.5,36,[],9390 huebner rd,-98.5936482,29.5297382,"['Hot Dogs', 'Burgers', 'Ice Cream & Frozen Yogurt']"
743,(210) 222-2222,12197.386381095072,wyaJoS0ZhbuZhAxP9Me_wQ,False,Hangar Pub,+12102222222,$$,4.5,15,['delivery'],12234 nacogdoches rd,-98.4063806552363,29.5509815481936,"['American (Traditional)', 'Burgers', 'Pubs']"
744,(210) 690-8366,14814.172054215747,jfWoyYA5fcEMVHyCOpHsgA,False,Whataburger,+12106908366,$,3.5,37,['delivery'],6803 n loop 1604 w,-98.622242,29.58903,"['Burgers', 'Fast Food']"
745,(210) 227-8500,10297.684851000107,IBBLZkgRbIpvA2jPYFd4lQ,False,Longoria's Grocery & Grill,+12102278500,$,5.0,7,['delivery'],201 brady blvd,-98.52442,29.40225,"['American (Traditional)', 'Burgers']"
746,(210) 223-9944,8237.391219180608,rgrFmXV-ToS1EzC9QDYHlg,False,Fuddruckers,+12102239944,$$,2.5,86,"['pickup', 'delivery']",115 alamo plz,-98.4874877929688,29.424165725708,"['Burgers', 'American (Traditional)']"
747,(210) 979-8032,4494.982993299361,PRsFPnD3FB66qR7mG5X0wQ,False,Whataburger,+12109798032,$,3.5,27,['delivery'],10011 san pedro,-98.4969337284565,29.5318947030503,"['Burgers', 'Fast Food']"
748,(210) 359-8015,15327.108856827503,f1NJni8uJZ7osyNGGok6qA,False,Big Lou's Burgers & BBQ,+12103598015,$$,2.5,100,['delivery'],2014 s w w white,-98.4038,29.39539,"['Burgers', 'Barbeque', 'Cocktail Bars']"
749,(210) 828-5720,5398.582592839766,KFyllqNil-0eGy8LzdZmHA,False,Whataburger,+12108285720,$,3.0,46,['delivery'],8426 broadway st,-98.4644039051364,29.515968177972,"['Burgers', 'Fast Food']"
750,(210) 647-8681,12102.35362952554,aihu3QL9b2doa65ehLZUrA,False,J Anthony's Seafood,+12106478681,$$,3.0,70,['delivery'],7210 nw lp 410,-98.62961,29.45217,"['Desserts', 'Burgers', 'Seafood']"
751,(210) 281-4550,11807.370921743848,9bGZqkuUDx2eqFJ9MHmWoA,False,Longhorn Cafe,+12102814550,,3.5,24,['delivery'],5602 w hausman rd,-98.5972113383277,29.5724425565218,['American (New)']
752,(210) 822-2568,6088.183216961665,6DGyMggWvFgm8u6Mid0PHw,False,Whataburger,+12108222568,$,3.0,52,['delivery'],3130 broadway st,-98.4699976444244,29.4556658916094,"['Burgers', 'Fast Food']"
753,(210) 534-8381,11270.795659923404,jHKbl7VF1VGGkqcQ4nm2hg,False,Gyro's Drive Inn,+12105348381,$,3.5,25,[],444 w mitchell st,-98.4990844726562,29.3939628601074,"['Seafood', 'Burgers']"
754,(210) 435-3084,8079.901915185797,CPr8q0YMijmH2prSXYOBwA,False,Whataburger,+12104353084,$,3.5,23,['delivery'],4646 w commerce st,-98.5536503791809,29.4303097346387,"['Burgers', 'Fast Food']"
755,(210) 832-8037,5491.0463015155165,5SbaHv8JIXlP6ehYGKQ5BQ,False,Steak ’n Shake,+12108328037,$,2.5,59,[],9800 airport blvd,-98.471228,29.526481,"['Burgers', 'Fast Food', 'American (Traditional)']"
756,(210) 442-8868,3255.0478258037997,T-c4VC1M4N96hJvPq5THYQ,False,Hometown Burger,+12104428868,,4.0,17,['delivery'],2719 fredericksburg rd,-98.531137,29.469046,"['Hot Dogs', 'Burgers', 'Ice Cream & Frozen Yogurt']"
757,(210) 493-2841,9149.902149583822,7LqOQYk_987rUClzoGCRpQ,False,Whataburger,+12104932841,$,3.5,26,['delivery'],14646 blanco rd,-98.5128854998266,29.5767148347663,"['Burgers', 'Fast Food']"
758,(210) 350-3409,3191.719595706248,bHnR43bYU1J6bOd-BVcW1g,False,Burgerim,+12103503409,,3.5,22,[],7400 san pedro ave,-98.49789,29.51838,"['Burgers', 'Chicken Wings', 'Salad']"
759,(210) 494-7231,10195.020644892542,ETH8dxsfTg8aaLW7BnPRuw,False,Whataburger,+12104947231,$,3.0,42,['delivery'],14543 brook hollow blvd,-98.4761828184128,29.5798813465061,"['Burgers', 'Fast Food']"
760,(210) 212-8877,8361.851382278504,Pwc_9G0iQPBEbTUfqGqSZA,False,IHOP,+12102128877,$,3.0,34,[],849 e commerce st,-98.485808,29.42348,"['Breakfast & Brunch', 'American (Traditional)', 'Burgers']"
761,(210) 736-5769,1632.9696548718189,VCe-PFpN1ggHO-onjTUqwQ,False,Whataburger,+12107365769,$,3.0,20,['delivery'],5900 san pedro ave,-98.4988877177238,29.4886716047086,"['Burgers', 'Fast Food']"
762,(210) 593-0344,6039.37751293626,6Dn1TQbfZVT4T_6k8DDjyA,False,McDonald's,+12105930344,$,3.0,36,[],9600 interstate 10 nw,-98.5619534,29.5296189,"['Fast Food', 'Burgers', 'Coffee & Tea']"
763,(210) 690-3131,10604.484393844476,DrctqDTsFjMC_30dM7oiew,False,IHOP,+12106903131,$,2.0,87,[],12780 w ih 10,-98.59175,29.56201,"['Breakfast & Brunch', 'American (Traditional)', 'Burgers']"
764,(210) 824-0041,6765.489811364801,M0u9BXaGs_rKNcm3IPtCww,False,Whataburger,+12108240041,$,3.0,27,['delivery'],1243 austin hwy,-98.444785554002,29.4889775410055,"['Burgers', 'Fast Food']"
765,(210) 438-8848,7665.191559669996,tAwVkDQDGlKwwszrDQ5b2w,False,RJ'S SNACK SHACK,+12104388848,,4.0,9,['delivery'],3644 culebra rd,-98.5741699486971,29.449220006566,"['Burgers', 'Shaved Ice', 'Hot Dogs']"
766,(210) 967-6484,11394.487729306395,NMuxD2AYw96sIly0rFdHdA,False,Applebee's Grill + Bar,+12109676484,$$,2.0,95,['delivery'],7880 ih35 n,-98.39753,29.506827,"['Sports Bars', 'Burgers', 'American (Traditional)']"
767,(210) 404-1699,9403.114843727384,mGFv0mvC3nTgf4RQin0ouA,False,IHOP,+12104041699,$,2.0,91,[],14424 san pedro ave,-98.4787,29.57309,"['Breakfast & Brunch', 'American (Traditional)', 'Burgers']"
768,(210) 615-2214,5700.199688240026,T9qzgXI8tf6SafKKQ_nj4g,False,Whataburger,+12106152214,$,2.5,51,['delivery'],8002 fredericksburg rd,-98.569013,29.51365,"['Burgers', 'Fast Food']"
769,(210) 342-3700,2433.362198361767,2ffGsGqTN5rXM9RCUbGV9g,False,Dairy Queen,+12103423700,$,3.5,17,[],1914 jackson keller,-98.52529,29.514165,"['Ice Cream & Frozen Yogurt', 'Burgers', 'Fast Food']"
770,(210) 384-0567,2812.120197245852,tP-gCF94BMbxeugMCcm08A,False,Whataburger,+12103840567,$,3.0,23,['delivery'],2557 nw loop 410,-98.5347005724907,29.5125368090989,"['Burgers', 'Fast Food']"
771,(210) 444-0212,6181.683389952967,FptEuvklEsLkPpLDeIN8XA,False,Whataburger,+12104440212,$,2.5,34,['delivery'],516 w cypress,-98.4996726,29.4403448,"['Burgers', 'Fast Food']"
772,(214) 282-3932,8327.147344686033,T5EIOlmzWAxnHXmBFd8T9Q,False,Gourmet On the Fly,+12142823932,$,4.0,7,[],,-98.5858154296875,29.4526869212149,"['Food Trucks', 'American (New)', 'Burgers']"
773,(210) 589-8193,6441.8798782509575,HG91UP74xqk1_uvjL7I2Og,False,The Lone Star Food Truck,+12105898193,$,4.0,10,['delivery'],1177 ne loop 410,-98.4531234,29.5170622,"['Food Trucks', 'Burgers', 'Sandwiches']"
774,(210) 349-2995,5910.022585535401,rBPrJyBluFDSKWa7dZ45sw,False,Dairy Queen,+12103492995,$,3.0,29,"['delivery', 'pickup']",11734 west ave,-98.507342,29.547232,"['Ice Cream & Frozen Yogurt', 'Burgers', 'Fast Food']"
775,(210) 340-0792,2625.9523592354003,v1duo3cGaGJaBwDpbztJuA,False,Burger King,+12103400792,$,3.5,14,[],6003 west ave,-98.526283,29.515671,"['Fast Food', 'Burgers']"
776,(210) 354-2800,7591.981501157297,l1IfNyGpJPWuI_eG1HjNWw,False,111 Grill,+12103542800,$$,3.5,12,[],111 e pecan st,-98.492656,29.4288403,"['American (Traditional)', 'Burgers', 'Sandwiches']"
777,(210) 333-7060,12346.683577009033,xgXL5LRMmUaV8ehB_ljyGA,False,Whataburger,+12103337060,$,3.0,30,['delivery'],303 roland rd,-98.4427464008331,29.4025938349211,"['Burgers', 'Fast Food']"
778,(210) 680-0848,10884.732214445146,YMyEYqjeILqkSvPpR5FRPA,False,Whataburger,+12106800848,$,3.0,25,['delivery'],3202 wurzbach rd,-98.6221848428249,29.4665276,"['Burgers', 'Fast Food']"
779,(210) 736-1965,2334.134611656169,Cn517HO7ir8vey2UGwzEwg,False,IHOP,+12107361965,$,2.5,43,[],6031 west ih 10,-98.53623,29.48551,"['Breakfast & Brunch', 'American (Traditional)', 'Burgers']"
780,(210) 824-8113,5929.7715882307975,XjhdonSF7xSSYwnrvBhPEA,False,IHOP,+12108248113,$$,2.0,82,[],3820 broadway st,-98.46592,29.4618444,"['Breakfast & Brunch', 'American (Traditional)', 'Burgers']"
781,(210) 599-2871,12337.611290725465,UCbOP-Fox3q53EAO98qRaA,False,Whataburger,+12105992871,$,2.5,28,['delivery'],12309 nacogdoches rd,-98.4057328552018,29.5524834306979,"['Burgers', 'Fast Food']"
782,(210) 690-5051,8271.30900120326,R3HNFFCXwRpwTcF5UmEhBw,False,Sonic Drive-In,+12106905051,$,2.5,37,[],5510 babcock rd,-98.5956,29.51751,"['Burgers', 'Fast Food', 'Ice Cream & Frozen Yogurt']"
783,(210) 226-3800,8274.658011839565,QcaKmzRy3KwQ3zsDYVjRYA,False,McDonald's,+12102263800,$,2.0,75,[],101 alamo plz,-98.4875,29.42387,"['Fast Food', 'Burgers', 'Coffee & Tea']"
784,(210) 253-9787,7938.149411797863,vV_O4oQkiZ8fht7mDzjdxA,False,Wing'z Waffles & More,+12102539787,,4.0,6,"['delivery', 'pickup']",1103 mason st,-98.460739,29.440462,"['Waffles', 'Chicken Wings', 'Burgers']"
785,(210) 534-0911,11637.201221255169,UQ-QxRUhxMT2NSEgr_3D3g,False,Whataburger,+12105340911,$,3.0,18,['delivery'],1118 roosevelt ave,-98.4858,29.39279,"['Burgers', 'Fast Food']"
786,(210) 614-0540,6661.15255322821,YvgYpW7BnmPUR2MmpUP6kg,False,Wendy's,+12106140540,$,2.5,24,"['delivery', 'pickup']",7727 wurzbach rd,-98.5808799,29.51006,"['Fast Food', 'Burgers']"
787,(210) 598-1419,5492.332765312892,oQl5mATHqGq_rpabEmHJlQ,False,Alamo Alehouse& Gourmet Burger Bar,+12105981419,$$,2.5,91,[],9800 airport blvd,-98.4728007639971,29.5280371584991,"['American (Traditional)', 'Burgers']"
788,(210) 437-1271,6439.963216183762,xhgr63fx8t5_LNczXLCtkw,False,IHOP,+12104371271,,3.0,17,[],9911 w interstate 10,-98.56333,29.5337,"['Breakfast & Brunch', 'American (Traditional)', 'Burgers']"
789,(210) 435-8273,7299.804667875116,3ar_rGe9GBCKYhwc4nOr5g,False,Dairy Queen,+12104358273,$,3.5,9,[],3436 culebra rd,-98.568854,29.449022,"['Ice Cream & Frozen Yogurt', 'Burgers', 'Fast Food']"
790,(210) 732-6570,3552.016026653974,vLjIbmkvaVuOZb_7gJ-JiA,False,Whataburger,+12107326570,$,3.0,26,['delivery'],4502 fredericksburg rd,-98.550738,29.4899393589626,"['Burgers', 'Fast Food']"
791,,10430.306650031154,2eXmqPQSvLuyyv_FVMRabg,False,Burger King,,$,2.0,55,['delivery'],5218 dezavala rd,-98.58628,29.56434,"['Fast Food', 'Burgers']"
792,(210) 226-6740,9222.260683475508,N2uh4ng09aVAFXK_pqoaKA,False,McDonald's,+12102266740,$,2.5,23,[],1330 s laredo,-98.5064689815044,29.4117887668567,"['Fast Food', 'Burgers', 'Coffee & Tea']"
793,(210) 438-1992,9338.69347025114,nhbaldLjLuHGHJM2ZVi12g,False,J Anthony's Seafood Cafe,+12104381992,$$,3.0,16,['delivery'],847 s general mcmullen dr,-98.5555982,29.4193638,"['Seafood', 'Burgers', 'Cocktail Bars']"
794,(210) 650-4003,11069.022322676068,697lHgn72DOl-G0DakDQWw,False,Whataburger,+12106504003,$,2.5,27,['delivery'],4635 rittiman rd,-98.4006162770902,29.4844749142886,"['Burgers', 'Fast Food']"
795,(210) 653-7644,10748.231047284364,z2hlZ_fBN5mIwwO1O_2A0w,False,Dairy Queen,+12106537644,$,2.5,26,"['delivery', 'pickup']",9726 perrin beitel,-98.41071,29.52886,"['Ice Cream & Frozen Yogurt', 'Burgers', 'Fast Food']"
796,(210) 224-8037,8829.958577116731,J0vsCi56EgijoD4KbBfMfQ,False,McDonald's,+12102248037,$,2.0,34,[],2646 n panamer expry,-98.4497818350792,29.438399259763,"['Fast Food', 'Burgers', 'Coffee & Tea']"
797,(210) 340-2445,1514.0291000218629,apzH6HCLhm28lThohxXPyw,False,Whataburger,+12103402445,$,2.5,21,['delivery'],2727 west ave,-98.5263072737371,29.485603800073,"['Burgers', 'Fast Food']"
798,(210) 341-7886,3007.876649411988,0Ai_aWMPAzwCRi5LUtvLfQ,False,McDonald's,+12103417886,$,2.5,18,[],4331 vance jackson rd,-98.5356213,29.5142058,"['Fast Food', 'Burgers', 'Coffee & Tea']"
799,(210) 674-6619,14705.871351540552,m9ELfcKasj3BjPidOkfClQ,False,Garibaldi Mexican Restaurant,+12106746619,,3.0,16,[],6938 w military dr,-98.62878,29.40724,"['Mexican', 'Breakfast & Brunch', 'Burgers']"
800,(210) 673-7269,14140.749762873482,yuGXxtdsWl1pPkEObxkpMQ,False,Dairy Queen,+12106737269,$,2.5,18,"['delivery', 'pickup']",7118 marbach rd,-98.630599,29.417392,"['Ice Cream & Frozen Yogurt', 'Burgers', 'Fast Food']"
801,(210) 545-2921,11915.796892268143,Bp3khgZM4nLGevNudxZLBw,False,Dairy Queen,+12105452921,$,2.0,39,"['delivery', 'pickup']",2252 thousand oaks,-98.45234,29.58711,"['Ice Cream & Frozen Yogurt', 'Burgers', 'Fast Food']"
802,(210) 822-4714,5788.963952553825,aBvZx4mVdbgumBbqeZ_sMg,False,McDonald's,+12108224714,$,2.0,33,[],8631 broadway st,-98.4621540165972,29.5197876643011,"['Fast Food', 'Burgers', 'Coffee & Tea']"
803,(210) 690-1905,10531.57684209068,X0Invj7dHeG1TSDblxTO6Q,False,Sonic Drive-In,+12106901905,$,1.5,48,[],5221 dezavala rd,-98.5872074961662,29.5648499120244,"['Burgers', 'Fast Food', 'Ice Cream & Frozen Yogurt']"
804,,10433.71779816184,X-WgsBj9_qiWIZHvavSrwA,False,Taste Of San Antonio,,$$$,5.0,2,[],3201 e houston st,-98.4394378662109,29.4270286560059,"['Bars', 'Burgers']"
805,(210) 371-3929,5631.507829679604,AcGxnmCFKFG5sHmY9YrgVQ,False,Sill's Snack Shack,+12103713929,,5.0,2,[],902 ne loop 410,-98.4614792,29.5154991,['Burgers']
