,DISTRICT,ESTABLISHMENT ADDRESS,ESTABLISHMENT NAME,INSPECTION DATE,LINK,SECTOR,TOTAL SCORE
11485,B,"1520 AUSTIN HWY San Antonio, TX 782186039",TOKYO GARDENS CATERING,2019-10-29,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416371&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,18,99
11486,A,"24403 IH 10 W San Antonio, TX 78257",WAL-MART #3107,2019-10-29,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416287&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,4,100
11487,A,"6703 LESLIE RD San Antonio, TX 782540",WALMART #2864,2019-10-29,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416323&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,2,99
11488,C,"1118 ROOSEVELT AV San Antonio, TX 782103922",WHATABURGER #399,2019-10-29,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416298&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,24,100
11489,B,"5410 WALZEM RD San Antonio, TX 782182125",WINGSTOP #23,2019-10-29,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416351&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,17,99
11490,A,"9410 TIMBER PATH San Antonio, TX 782504921",ZACHARY MIDDLE SCHOOL,2019-10-29,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416280&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,5,100
11491,D,"1507 CERALVO ST San Antonio, TX 782374312",ALONSO PERALES ELEMENTARY,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416347&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,29,99
11492,A,"7023 HAUSMAN RD W San Antonio, TX 782490",ARDEN PARK ASSISTED LIVING,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416358&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,3,100
11493,D,"1411 ASHBY PL W San Antonio, TX 782016337",BEACON HILL ELEMENTARY SCHOOL,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416373&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,35,100
11494,A,"8822 CINNAMON CREEK San Antonio, TX 782400",CINNAMON FOOD MART,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416275&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,6,96
11495,A,"16555 HUEBNER RD San Antonio, TX 782481032",Circle K # 2741039,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1371165&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,4,95
11496,A,"6003 DE ZAVALA RD San Antonio, TX 782492202",Circle K # 2740982,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416331&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,3,100
11497,A,"13555 BABCOCK RD San Antonio, TX 782491926",Circle K # 2741035,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416300&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,3,97
11498,A,"5130 VANTAGE WAY San Antonio, TX 782490",COMFORT SUITES,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416276&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,6,92
11499,B,"5121 CRESTWAY RD San Antonio, TX 782391974",CRESTWAY CENTRAL KITCHEN/PCI,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416262&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,17,100
11500,D,"5831 OLD PEARSALL San Antonio, TX 782420",DOLLAR GENERAL #6838 #,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416314&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,32,100
11501,A,"7551 BANDERA RD San Antonio, TX 782380",DUNKIN DONUTS,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416319&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,5,98
11502,D,"131 GUTHRIE ST San Antonio, TX 782373237",EDGEWOOD FOOD CENTER,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416348&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,29,100
11503,C,"1133 MILITARY DR SW San Antonio, TX 782211534",EL POLLO LOCO #3775,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416471&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,26,95
11504,D,"706 BYNUM AVE San Antonio, TX 78211",FAMILY NUTRITION CENTER #2,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416445&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,32,98
11505,B,"230 SUNSET RD W San Antonio, TX 78209",FRANKLIN PARK ALAMO HEIGHTS GP,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416509&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,11,97
11506,D,"625 GILLETTE BLVD San Antonio, TX 782213722",GILLETTE ELEMENTARY,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416409&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,36,100
11507,D,"8702 INGRAM RD San Antonio, TX 78245",GREAT HEARTS,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416446&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,33,98
11508,D,"211 BELKNAP ST San Antonio, TX 782125854",GREAT HEARTS MONTE VISTA,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416414&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,35,100
11509,C,"115 SOUTHCROSS W SAN ANTONIO, TX 782211153",HARLANDALE SENIOR CENTER,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416626&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,26,100
11510,D,"368 VALLEY HI DR San Antonio, TX 782270",HEB FUEL KIOSK STATION,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416381&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,32,100
11511,D,"5947 INGRAM RD San Antonio, TX 782283418",JC FOOD MART #7,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416434&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,31,100
11512,B,"11593 IH 35 N San Antonio, TX 782335304",JIMS COFFEE SHOP #32 #,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416437&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,17,98
11513,A,"8107 W FM 1604 N San Antonio, TX 782540",MCDONALDS #32562,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416448&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,2,98
11514,C,"521 RIVERWALK San Antonio, TX 782052661",MICHELINOS/ CAFE OLE #,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416551&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,22,92
11515,A,"5034 NEW FOREST San Antonio, TX 782295459",NEWFOREST ESTATES,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416570&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,1,90
11516,B,"5426 BLANCO RD San Antonio, TX 782167035",NIMITZ MIDDLE SCHOOL,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416418&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,11,100
11517,A,"8005 BANDERA RD San Antonio, TX 782505131",NOOR PANTRY,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416460&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,5,97
11518,D,"5945 INGRAM RD San Antonio, TX 78228",NUTRI-SHAPE,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416494&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,31,100
11519,D,"211 PALO ALTO RD San Antonio, TX 782113738",NUTRICION EN MARCHA,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416391&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,32,100
11520,A,"7703 FLOYD CURL San Antonio, TX 782293901",PANORAMA CAFE,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416484&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,7,95
11521,D,"913 NAVIDAD ST N SAN ANTONIO, TX 78207",PATTY'S CONVENIENCE STORE,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416461&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,28,100
11522,B,"1248 AUSTIN HWY San Antonio, TX 782094821",ROCK'S DISCOUNT VITAMINS N MORE,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416447&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,18,100
11523,D,"1382 GILLETTE BLVD San Antonio, TX 782242249",SAN ANTONIO FOOD STORE,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416451&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,36,95
11524,A,"7703 FLOYD CURL San Antonio, TX 782293901",SAY IT AIN'T SOY,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416405&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,7,100
11525,C,"424 COMMERCE ST E San Antonio, TX 782052629",SCHILOS DELICATESSEN,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416633&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,22,90
11526,C,"4623 IH 35 S San Antonio, TX 782252437",SONIC #5214,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416634&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,23,94
11527,A,"7703 FLOYD CURL San Antonio, TX 782293901",STARBUCKS,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416492&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,7,99
11528,A,"8110 W 1604 N San Antonio, TX 78250",STARBUCKS #49766,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416401&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,2,100
11529,D,"6338 OLD PEARSALL San Antonio, TX 782420",SUBWAY # 46399,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416427&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,32,100
11530,C,"1911 NOGALITOS ST San Antonio, TX 782250",SUBWAY SANDWICH SHOP,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416411&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,23,100
11531,B,"11027 IH 35 N San Antonio, TX 782335706",SUPER 8,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416424&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,17,98
11532,B,"11355 US 281 N San Antonio, TX 782160",SURESTAY PLUS AIRPORT,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416395&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,13,98
11533,D,"507 GEN MCMULLEN S SAN ANTONIO, TX 78237",SWEETER THAN DESIGN,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416412&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,28,93
11534,B,"5567 RANDOLPH BV San Antonio, TX 782336115",TAQUERIA GUANAJUATO,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416466&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,17,89
11535,B,"427 N FM 1604 W San Antonio, TX 782580",TARKA INDIAN KITCHEN,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416487&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,10,96
11536,D,"211 BELKNAP ST San Antonio, TX 782125854",TEMPLE BETH-EL,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416586&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,35,100
11537,D,"1620 PINN RD San Antonio, TX 782272002",TEMPLE OF PRAISE CHURCH,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416647&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,33,100
11538,D,"422 HUTCHINS PL W San Antonio, TX 782212746",TERRELL WELLS MIDDLE SCHOOL,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416541&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,36,100
11539,A,"8107 W FM 1604 N San Antonio, TX 782540",TIMEWISE FOOD STORE+AA8769 #112 #,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416701&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,2,100
11540,D,"1402 CASTROVILLE RD San Antonio, TX 782372963",TONY'S TACOS TO GO #2,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416595&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,29,90
11541,A,"11707 HUEBNER RD San Antonio, TX 782300",WALGREENS #4551,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416568&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,4,100
11542,A,"9102 WURZBACH RD San Antonio, TX 782291041",YELLOWFISH SUSHI LLC,2019-10-30,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416560&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,7,94
11543,A,"5722 W FM 1604 N San Antonio, TX 782510",54TH STREET GRILL & BAR,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416545&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,2,95
11544,C,"3155 MILITARY DR SW San Antonio, TX 782240",7-ELEVEN STORE,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416605&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,26,100
11545,D,"321 FREDSBG RD San Antonio, TX 782010",ADOLFO'S CAFE,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416536&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,35,89
11546,A,"10227 IRONSIDE DR San Antonio, TX 782303252",BAMBOO BIRYANI INDIAN CUISINE,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416600&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,7,73
11547,D,"1111 NAVIDAD ST S San Antonio, TX 782075824",BARKLEY/RUIZ ELEMENTARY,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416594&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,28,99
11548,D,"1626 THOMPSON PL San Antonio, TX 782261260",BRENTWOOD MIDDLE SCHOOL,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416565&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,29,96
11549,A,"15607 IH 10 W San Antonio, TX 782490",CHEDDAR'S CASUAL CAFE,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416577&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,4,99
11550,A,"5615 W FM 1604 N San Antonio, TX 782530",CHICK-FIL-A,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416559&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,2,100
11551,C,"3119 MILITARY DR SW San Antonio, TX 782241043",CHURCHS CHICKEN # 9,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416613&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,26,96
11552,B,"1001 RITTIMAN RD San Antonio, TX 782184206",CHURCHS FRIED CHICKEN,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416583&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,17,90
11553,A,"15639 IH 10 W San Antonio, TX 782490",CHUY'S,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416590&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,4,88
11554,C,"400 HOT WELLS BV San Antonio, TX 782232602",CONNELL MIDDLE SCHOOL,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416611&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,24,100
11555,B,"8054 MIDCROWN DR E San Antonio, TX 782182334",CRISTANS TACOS #6,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416648&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,17,99
11556,C,"4734 RIGSBY San Antonio, TX 782221267",CULEBRA SUPER MEAT MARKET #29,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416598&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,21,96
11557,B,"542 LOOP 410 NE San Antonio, TX 782160",DAYS INN AIRPORT,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416543&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,13,100
11558,A,"5526 EVERS RD San Antonio, TX 782381804",DIVINE TASTE,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416566&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,1,98
11559,D,"607 34TH ST SW San Antonio, TX 782371863",EDGEWOOD FINE ARTS ACADEMY,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416636&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,29,100
11560,D,"131 GUTHRIE ST San Antonio, TX 782373237",EDGEWOOD FOOD CENTER,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1417010&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,29,100
11561,C,"4930 RIGSBY AV San Antonio, TX 782221347",EL TIPICO RESTAURANT #2,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416776&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,21,96
11562,C,"849 COMMERCE ST E San Antonio, TX 782053910",FOGO DE CHAO,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416702&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,22,93
11563,C,"1610 ROOSEVELT AV San Antonio, TX 782104604",FRUTERIA LOS AMIGOS,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416720&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,24,100
11564,D,"2618 FREDSBG RD San Antonio, TX 782010",GRAND FORTUNA,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416839&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,35,97
11565,B,"8001 MIDCROWN DR San Antonio, TX 782182335",HEAVENLY HANDS ADULT DAY CARE,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416713&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,17,100
11566,B,"5437 EISENHAUER RD San Antonio, TX 782180",HERITAGE NURSING & REHABILITATION CENTER,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416763&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,17,100
11567,C,"849 COMMERCE ST E San Antonio, TX 782053910",HOOTERS,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416780&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,22,95
11568,D,"1919 HUTCHINS PL W San Antonio, TX 782241602",HUTCHINS ELEMENTARY,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416750&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,36,99
11569,A,"10918 CULEBRA RD San Antonio, TX 782530",IN N OUT BURGER,2019-10-31,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1416876&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,2,100
